Año,C2,Valor,PIB nominal,perc_pib,Valor_pc
1995,Timbre nacional,129584000000.0,96403410000000.0,0.13,887895777409.1746
1996,Arancel,906033000000.0,117183850000000.0,0.77,5103141362452.489
1996,CREE,0.0,234367700000000.0,0.0,0.0
1996,Consumo bienes inmuebles,0.0,117183850000000.0,0.0,0.0
1996,G.M.F.,0.0,117183850000000.0,0.0,0.0
1996,IVA externo,1619137000000.0,117183850000000.0,1.38,9119629192509.805
1996,IVA interno,3412537000000.0,117183850000000.0,2.91,19220777516491.707
1996,Impuesto al carbono,0.0,117183850000000.0,0.0,0.0
1996,Impuesto al consumo,0.0,117183850000000.0,0.0,0.0
1996,Impuesto de normalización tributaria,0.0,117183850000000.0,0.0,0.0
1996,Impuesto gasolina y ACPM,0.0,117183850000000.0,0.0,0.0
1996,Impuesto unificado RST (Simple),0.0,117183850000000.0,0.0,0.0
1996,Impuestos saludables - Bebidas azucaradas,0.0,117183850000000.0,0.0,0.0
1996,Impuestos saludables - Comestibles ultraprocesados,0.0,117183850000000.0,0.0,0.0
1996,Patrimonio,0.0,117183850000000.0,0.0,0.0
1996,Por clasificar,31978000000.0,117183850000000.0,0.03,180112925785.82205
1996,Productos plásticos de un solo uso,0.0,117183850000000.0,0.0,0.0
1996,Renta,4046703000000.0,234367700000000.0,3.45,22792654860099.55
1996,Riqueza,0.0,117183850000000.0,0.0,0.0
1996,Timbre nacional,148854000000.0,117183850000000.0,0.13,838405449212.6698
1997,Arancel,1353553000000.0,141383090000000.0,0.96,6478114199225.89
1997,CREE,0.0,282766180000000.0,0.0,0.0
1997,Consumo bienes inmuebles,0.0,141383090000000.0,0.0,0.0
1997,G.M.F.,0.0,141383090000000.0,0.0,0.0
1997,IVA externo,2079276000000.0,141383090000000.0,1.47,9951429592863.826
1997,IVA interno,4010276000000.0,141383090000000.0,2.84,19193209204526.758
1997,Impuesto al carbono,0.0,141383090000000.0,0.0,0.0
1997,Impuesto al consumo,0.0,141383090000000.0,0.0,0.0
1997,Impuesto de normalización tributaria,0.0,141383090000000.0,0.0,0.0
1997,Impuesto gasolina y ACPM,0.0,141383090000000.0,0.0,0.0
1997,Impuesto unificado RST (Simple),0.0,141383090000000.0,0.0,0.0
1997,Impuestos saludables - Bebidas azucaradas,0.0,141383090000000.0,0.0,0.0
1997,Impuestos saludables - Comestibles ultraprocesados,0.0,141383090000000.0,0.0,0.0
1997,Patrimonio,0.0,141383090000000.0,0.0,0.0
1997,Por clasificar,130502000000.0,141383090000000.0,0.09,624583491911.5669
1997,Productos plásticos de un solo uso,0.0,141383090000000.0,0.0,0.0
1997,Renta,5478876000000.0,282766180000000.0,3.88,26221939156721.566
1997,Riqueza,0.0,141383090000000.0,0.0,0.0
1997,Timbre nacional,233157000000.0,141383090000000.0,0.16,1115891045528.9973
1998,Arancel,1716858000000.0,163598460000000.0,1.05,7041440885179.572
1998,CREE,0.0,327196920000000.0,0.0,0.0
1998,Consumo bienes inmuebles,0.0,163598460000000.0,0.0,0.0
1998,G.M.F.,0.0,163598460000000.0,0.0,0.0
1998,IVA externo,2401536000000.0,163598460000000.0,1.47,9849547124823.725
1998,IVA interno,4512718000000.0,163598460000000.0,2.76,18508249970868.754
1998,Impuesto al carbono,0.0,163598460000000.0,0.0,0.0
1998,Impuesto al consumo,0.0,163598460000000.0,0.0,0.0
1998,Impuesto de normalización tributaria,0.0,163598460000000.0,0.0,0.0
1998,Impuesto gasolina y ACPM,0.0,163598460000000.0,0.0,0.0
1998,Impuesto unificado RST (Simple),0.0,163598460000000.0,0.0,0.0
1998,Impuestos saludables - Bebidas azucaradas,0.0,163598460000000.0,0.0,0.0
1998,Impuestos saludables - Comestibles ultraprocesados,0.0,163598460000000.0,0.0,0.0
1998,Patrimonio,0.0,163598460000000.0,0.0,0.0
1998,Por clasificar,12410000000.0,163598460000000.0,0.01,50897792004.393196
1998,Productos plásticos de un solo uso,0.0,163598460000000.0,0.0,0.0
1998,Renta,6061012000000.0,327196920000000.0,3.7,24858350371646.35
1998,Riqueza,0.0,163598460000000.0,0.0,0.0
1998,Timbre nacional,317176000000.0,163598460000000.0,0.19,1300850771699.0667
1999,Arancel,1438675000000.0,177038260000000.0,0.81,5400772210454.889
1999,CREE,0.0,354076520000000.0,0.0,0.0
1999,Consumo bienes inmuebles,0.0,177038260000000.0,0.0,0.0
1999,G.M.F.,880692000000.0,177038260000000.0,0.5,3306109357269.666
1999,IVA externo,2134398000000.0,177038260000000.0,1.21,8012509708204.071
1999,IVA interno,4934015000000.0,177038260000000.0,2.79,18522245189474.742
1999,Impuesto al carbono,0.0,177038260000000.0,0.0,0.0
1999,Impuesto al consumo,0.0,177038260000000.0,0.0,0.0
1999,Impuesto de normalización tributaria,0.0,177038260000000.0,0.0,0.0
1999,Impuesto gasolina y ACPM,0.0,177038260000000.0,0.0,0.0
1999,Impuesto unificado RST (Simple),0.0,177038260000000.0,0.0,0.0
1999,Impuestos saludables - Bebidas azucaradas,0.0,177038260000000.0,0.0,0.0
1999,Impuestos saludables - Comestibles ultraprocesados,0.0,177038260000000.0,0.0,0.0
1999,Patrimonio,0.0,177038260000000.0,0.0,0.0
1999,Por clasificar,10616000000.0,177038260000000.0,0.01,39852362615.7326
1999,Productos plásticos de un solo uso,0.0,177038260000000.0,0.0,0.0
1999,Renta,6700405000000.0,354076520000000.0,3.79,25153256380206.082
1999,Riqueza,0.0,177038260000000.0,0.0,0.0
1999,Timbre nacional,336548000000.0,177038260000000.0,0.19,1263397977920.0806
2000,Arancel,1762238000000.0,200762300000000.0,0.88,6083377530035.592
2000,CREE,0.0,401524600000000.0,0.0,0.0
2000,Consumo bienes inmuebles,0.0,200762300000000.0,0.0,0.0
2000,G.M.F.,1036744000000.0,200762300000000.0,0.52,3578917918010.632
2000,IVA externo,2742842000000.0,200762300000000.0,1.37,9468495964357.756
2000,IVA interno,5789588000000.0,200762300000000.0,2.88,19986091292642.48
2000,Impuesto al carbono,0.0,200762300000000.0,0.0,0.0
2000,Impuesto al consumo,0.0,200762300000000.0,0.0,0.0
2000,Impuesto de normalización tributaria,0.0,200762300000000.0,0.0,0.0
2000,Impuesto gasolina y ACPM,0.0,200762300000000.0,0.0,0.0
2000,Impuesto unificado RST (Simple),0.0,200762300000000.0,0.0,0.0
2000,Impuestos saludables - Bebidas azucaradas,0.0,200762300000000.0,0.0,0.0
2000,Impuestos saludables - Comestibles ultraprocesados,0.0,200762300000000.0,0.0,0.0
2000,Patrimonio,0.0,200762300000000.0,0.0,0.0
2000,Por clasificar,34038000000.0,200762300000000.0,0.02,117501724720.12944
2000,Productos plásticos de un solo uso,0.0,200762300000000.0,0.0,0.0
2000,Renta,7526964000000.0,401524600000000.0,3.75,25983643337044.61
2000,Riqueza,0.0,200762300000000.0,0.0,0.0
2000,Timbre nacional,402693000000.0,200762300000000.0,0.2,1390126389115.785
2001,Arancel,2253310000000.0,219063370000000.0,1.03,7225843686921.426
2001,CREE,0.0,438126740000000.0,0.0,0.0
2001,Consumo bienes inmuebles,0.0,219063370000000.0,0.0,0.0
2001,G.M.F.,1437359000000.0,219063370000000.0,0.66,4609277665296.694
2001,IVA externo,3152714000000.0,219063370000000.0,1.44,10110024166035.209
2001,IVA interno,7322402000000.0,219063370000000.0,3.34,23481248591982.824
2001,Impuesto al carbono,0.0,219063370000000.0,0.0,0.0
2001,Impuesto al consumo,0.0,219063370000000.0,0.0,0.0
2001,Impuesto de normalización tributaria,0.0,219063370000000.0,0.0,0.0
2001,Impuesto gasolina y ACPM,0.0,219063370000000.0,0.0,0.0
2001,Impuesto unificado RST (Simple),0.0,219063370000000.0,0.0,0.0
2001,Impuestos saludables - Bebidas azucaradas,0.0,219063370000000.0,0.0,0.0
2001,Impuestos saludables - Comestibles ultraprocesados,0.0,219063370000000.0,0.0,0.0
2001,Patrimonio,0.0,219063370000000.0,0.0,0.0
2001,Por clasificar,22000000000.0,219063370000000.0,0.01,70548908544.43968
2001,Productos plásticos de un solo uso,0.0,219063370000000.0,0.0,0.0
2001,Renta,10261226000000.0,438126740000000.0,4.68,32905377028537.57
2001,Riqueza,0.0,219063370000000.0,0.0,0.0
2001,Timbre nacional,420749000000.0,219063370000000.0,0.19,1349244669143.8386
2002,Arancel,2150084000000.0,237505580000000.0,0.91,6445129423791.292
2002,CREE,0.0,475011160000000.0,0.0,0.0
2002,Consumo bienes inmuebles,0.0,237505580000000.0,0.0,0.0
2002,G.M.F.,1408101000000.0,237505580000000.0,0.59,4220948198661.0483
2002,IVA externo,3485896000000.0,237505580000000.0,1.47,10449382851031.107
2002,IVA interno,7951043000000.0,237505580000000.0,3.35,23834185636063.42
2002,Impuesto al carbono,0.0,237505580000000.0,0.0,0.0
2002,Impuesto al consumo,0.0,237505580000000.0,0.0,0.0
2002,Impuesto de normalización tributaria,0.0,237505580000000.0,0.0,0.0
2002,Impuesto gasolina y ACPM,0.0,237505580000000.0,0.0,0.0
2002,Impuesto unificado RST (Simple),0.0,237505580000000.0,0.0,0.0
2002,Impuestos saludables - Bebidas azucaradas,0.0,237505580000000.0,0.0,0.0
2002,Impuestos saludables - Comestibles ultraprocesados,0.0,237505580000000.0,0.0,0.0
2002,Patrimonio,1250722000000.0,237505580000000.0,0.53,3749186154207.5063
2002,Por clasificar,13579000000.0,237505580000000.0,0.01,40704648025.68735
2002,Productos plásticos de un solo uso,0.0,237505580000000.0,0.0,0.0
2002,Renta,10859993000000.0,475011160000000.0,4.57,32554105061228.984
2002,Riqueza,0.0,237505580000000.0,0.0,0.0
2002,Timbre nacional,433977000000.0,237505580000000.0,0.18,1300897049579.7715
2003,Arancel,2285380000000.0,268144099999999.97,0.85,6432450271083.476
2003,CREE,0.0,536288199999999.94,0.0,0.0
2003,Consumo bienes inmuebles,0.0,268144099999999.97,0.0,0.0
2003,G.M.F.,1621500000000.0,268144099999999.97,0.6,4563887893725.269
2003,IVA externo,4405051000000.0,268144099999999.97,1.64,12398494560679.857
2003,IVA interno,9672158000000.0,268144099999999.97,3.61,27223339378598.836
2003,Impuesto al carbono,0.0,268144099999999.97,0.0,0.0
2003,Impuesto al consumo,0.0,268144099999999.97,0.0,0.0
2003,Impuesto de normalización tributaria,0.0,268144099999999.97,0.0,0.0
2003,Impuesto gasolina y ACPM,0.0,268144099999999.97,0.0,0.0
2003,Impuesto unificado RST (Simple),0.0,268144099999999.97,0.0,0.0
2003,Impuestos saludables - Bebidas azucaradas,0.0,268144099999999.97,0.0,0.0
2003,Impuestos saludables - Comestibles ultraprocesados,0.0,268144099999999.97,0.0,0.0
2003,Patrimonio,1227934000000.0,268144099999999.97,0.46,3456153633606.9346
2003,Por clasificar,20019000000.0,268144099999999.97,0.01,56345650166.195595
2003,Productos plásticos de un solo uso,0.0,268144099999999.97,0.0,0.0
2003,Renta,12541673000000.0,536288199999999.94,4.68,35299901061832.3
2003,Riqueza,0.0,268144099999999.97,0.0,0.0
2003,Timbre nacional,511537000000.0,268144099999999.97,0.19,1439776454821.1797
2004,Arancel,2380780000000.0,302514650000000.0,0.79,6351494123922.129
2004,CREE,0.0,605029300000000.0,0.0,0.0
2004,Consumo bienes inmuebles,0.0,302514650000000.0,0.0,0.0
2004,G.M.F.,2237595000000.0,302514650000000.0,0.74,5969502219532.06
2004,IVA externo,5163343000000.0,302514650000000.0,1.71,13774873245026.613
2004,IVA interno,11010806000000.0,302514650000000.0,3.64,29374855975204.145
2004,Impuesto al carbono,0.0,302514650000000.0,0.0,0.0
2004,Impuesto al consumo,0.0,302514650000000.0,0.0,0.0
2004,Impuesto de normalización tributaria,0.0,302514650000000.0,0.0,0.0
2004,Impuesto gasolina y ACPM,0.0,302514650000000.0,0.0,0.0
2004,Impuesto unificado RST (Simple),0.0,302514650000000.0,0.0,0.0
2004,Impuestos saludables - Bebidas azucaradas,0.0,302514650000000.0,0.0,0.0
2004,Impuestos saludables - Comestibles ultraprocesados,0.0,302514650000000.0,0.0,0.0
2004,Patrimonio,454012000000.0,302514650000000.0,0.15,1211222603596.3564
2004,Por clasificar,88491000000.0,302514650000000.0,0.03,236078119994.2847
2004,Productos plásticos de un solo uso,0.0,302514650000000.0,0.0,0.0
2004,Renta,15955334000000.0,605029300000000.0,5.27,42565970037641.01
2004,Riqueza,0.0,302514650000000.0,0.0,0.0
2004,Timbre nacional,574710000000.0,302514650000000.0,0.19,1533223224304.34
2005,Arancel,3007760000000.0,337958000000000.0,0.89,7653713136844.975
2005,CREE,0.0,675916000000000.0,0.0,0.0
2005,Consumo bienes inmuebles,0.0,337958000000000.0,0.0,0.0
2005,G.M.F.,2401226000000.0,337958000000000.0,0.71,6110293035592.505
2005,IVA externo,6277481000000.0,337958000000000.0,1.86,15974026782720.273
2005,IVA interno,12184700000000.0,337958000000000.0,3.61,31005864317137.992
2005,Impuesto al carbono,0.0,337958000000000.0,0.0,0.0
2005,Impuesto al consumo,0.0,337958000000000.0,0.0,0.0
2005,Impuesto de normalización tributaria,0.0,337958000000000.0,0.0,0.0
2005,Impuesto gasolina y ACPM,0.0,337958000000000.0,0.0,0.0
2005,Impuesto unificado RST (Simple),0.0,337958000000000.0,0.0,0.0
2005,Impuestos saludables - Bebidas azucaradas,0.0,337958000000000.0,0.0,0.0
2005,Impuestos saludables - Comestibles ultraprocesados,0.0,337958000000000.0,0.0,0.0
2005,Patrimonio,474219000000.0,337958000000000.0,0.14,1206724003923.68
2005,Por clasificar,33837000000.0,337958000000000.0,0.01,86103509392.84499
2005,Productos plásticos de un solo uso,0.0,337958000000000.0,0.0,0.0
2005,Renta,18538970000000.0,675916000000000.0,5.48,47175292653860.31
2005,Riqueza,0.0,337958000000000.0,0.0,0.0
2005,Timbre nacional,673406000000.0,337958000000000.0,0.2,1713586306297.7854
2006,Arancel,3690888000000.0,381604000000000.0,0.97,8989281997336.377
2006,CREE,0.0,763208000000000.0,0.0,0.0
2006,Consumo bienes inmuebles,0.0,381604000000000.0,0.0,0.0
2006,G.M.F.,2668946000000.0,381604000000000.0,0.7,6500307847234.307
2006,IVA externo,8569224000000.0,381604000000000.0,2.25,20870633580412.85
2006,IVA interno,14129093000000.0,381604000000000.0,3.7,34411881732415.46
2006,Impuesto al carbono,0.0,381604000000000.0,0.0,0.0
2006,Impuesto al consumo,0.0,381604000000000.0,0.0,0.0
2006,Impuesto de normalización tributaria,0.0,381604000000000.0,0.0,0.0
2006,Impuesto gasolina y ACPM,0.0,381604000000000.0,0.0,0.0
2006,Impuesto unificado RST (Simple),0.0,381604000000000.0,0.0,0.0
2006,Impuestos saludables - Bebidas azucaradas,0.0,381604000000000.0,0.0,0.0
2006,Impuestos saludables - Comestibles ultraprocesados,0.0,381604000000000.0,0.0,0.0
2006,Patrimonio,536233000000.0,381604000000000.0,0.14,1306013526630.3604
2006,Por clasificar,19656000000.0,381604000000000.0,0.01,47872849823.57737
2006,Productos plásticos de un solo uso,0.0,381604000000000.0,0.0,0.0
2006,Renta,22419113000000.0,763208000000000.0,5.88,54602504569943.59
2006,Riqueza,0.0,381604000000000.0,0.0,0.0
2006,Timbre nacional,791208000000.0,381604000000000.0,0.21,1927013724217.1858
2007,Arancel,4244505000000.0,428506000000000.0,0.99,9781042036661.525
2007,CREE,0.0,857012000000000.0,0.0,0.0
2007,Consumo bienes inmuebles,0.0,428506000000000.0,0.0,0.0
2007,G.M.F.,2989522000000.0,428506000000000.0,0.7,6889057817466.215
2007,IVA externo,9091407000000.0,428506000000000.0,2.12,20950248389246.53
2007,IVA interno,17059745000000.0,428506000000000.0,3.98,39312495327423.64
2007,Impuesto al carbono,0.0,428506000000000.0,0.0,0.0
2007,Impuesto al consumo,0.0,428506000000000.0,0.0,0.0
2007,Impuesto de normalización tributaria,0.0,428506000000000.0,0.0,0.0
2007,Impuesto gasolina y ACPM,0.0,428506000000000.0,0.0,0.0
2007,Impuesto unificado RST (Simple),0.0,428506000000000.0,0.0,0.0
2007,Impuestos saludables - Bebidas azucaradas,0.0,428506000000000.0,0.0,0.0
2007,Impuestos saludables - Comestibles ultraprocesados,0.0,428506000000000.0,0.0,0.0
2007,Patrimonio,1232681000000.0,428506000000000.0,0.29,2840591465622.9565
2007,Por clasificar,18421000000.0,428506000000000.0,0.0,42449372861.46252
2007,Productos plásticos de un solo uso,0.0,428506000000000.0,0.0,0.0
2007,Renta,24741646000000.0,857012000000000.0,5.78,57014676524635.61
2007,Riqueza,0.0,428506000000000.0,0.0,0.0
2007,Timbre nacional,863928000000.0,428506000000000.0,0.2,1990836642823.82
2008,Arancel,4428604000000.0,476554000000000.0,0.93,9477166878124.93
2008,CREE,0.0,953108000000000.0,0.0,0.0
2008,Consumo bienes inmuebles,0.0,476554000000000.0,0.0,0.0
2008,G.M.F.,3199639000000.0,476554000000000.0,0.67,6847194455127.795
2008,IVA externo,9713835000000.0,476554000000000.0,2.04,20787506699982.812
2008,IVA interno,18857401000000.0,476554000000000.0,3.96,40354643622396.57
2008,Impuesto al carbono,0.0,476554000000000.0,0.0,0.0
2008,Impuesto al consumo,0.0,476554000000000.0,0.0,0.0
2008,Impuesto de normalización tributaria,0.0,476554000000000.0,0.0,0.0
2008,Impuesto gasolina y ACPM,0.0,476554000000000.0,0.0,0.0
2008,Impuesto unificado RST (Simple),0.0,476554000000000.0,0.0,0.0
2008,Impuestos saludables - Bebidas azucaradas,0.0,476554000000000.0,0.0,0.0
2008,Impuestos saludables - Comestibles ultraprocesados,0.0,476554000000000.0,0.0,0.0
2008,Patrimonio,3320867000000.0,476554000000000.0,0.7,7106621124638.396
2008,Por clasificar,36206000000.0,476554000000000.0,0.01,77480466528.36678
2008,Productos plásticos de un solo uso,0.0,476554000000000.0,0.0,0.0
2008,Renta,26666889000000.0,953108000000000.0,5.6,57066867386073.36
2008,Riqueza,0.0,476554000000000.0,0.0,0.0
2008,Timbre nacional,809376000000.0,476554000000000.0,0.17,1732056291135.817
2009,Arancel,4133529000000.0,501574000000000.0,0.82,8671776933246.068
2009,CREE,0.0,1003148000000000.0,0.0,0.0
2009,Consumo bienes inmuebles,0.0,501574000000000.0,0.0,0.0
2009,G.M.F.,3121278000000.0,501574000000000.0,0.62,6548164186739.326
2009,IVA externo,8594142000000.0,501574000000000.0,1.71,18029747065193.26
2009,IVA interno,19454513000000.0,501574000000000.0,3.88,40813841412733.71
2009,Impuesto al carbono,0.0,501574000000000.0,0.0,0.0
2009,Impuesto al consumo,0.0,501574000000000.0,0.0,0.0
2009,Impuesto de normalización tributaria,0.0,501574000000000.0,0.0,0.0
2009,Impuesto gasolina y ACPM,0.0,501574000000000.0,0.0,0.0
2009,Impuesto unificado RST (Simple),0.0,501574000000000.0,0.0,0.0
2009,Impuestos saludables - Bebidas azucaradas,0.0,501574000000000.0,0.0,0.0
2009,Impuestos saludables - Comestibles ultraprocesados,0.0,501574000000000.0,0.0,0.0
2009,Patrimonio,2238618000000.0,501574000000000.0,0.45,4696421855211.236
2009,Por clasificar,28234000000.0,501574000000000.0,0.01,59232425835.95506
2009,Productos plásticos de un solo uso,0.0,501574000000000.0,0.0,0.0
2009,Renta,30693656000000.0,1003148000000000.0,6.12,64392565794939.33
2009,Riqueza,0.0,501574000000000.0,0.0,0.0
2009,Timbre nacional,646812000000.0,501574000000000.0,0.13,1356954162350.562
2010,Arancel,4868210000000.0,544060000000000.0,0.89,9900214554238.258
2010,CREE,0.0,1088120000000000.0,0.0,0.0
2010,Consumo bienes inmuebles,0.0,544060000000000.0,0.0,0.0
2010,G.M.F.,3224922000000.0,544060000000000.0,0.59,6558348904563.1045
2010,IVA externo,9703216000000.0,544060000000000.0,1.78,19732903935146.09
2010,IVA interno,21659705000000.0,544060000000000.0,3.98,44048166919978.22
2010,Impuesto al carbono,0.0,544060000000000.0,0.0,0.0
2010,Impuesto al consumo,0.0,544060000000000.0,0.0,0.0
2010,Impuesto de normalización tributaria,0.0,544060000000000.0,0.0,0.0
2010,Impuesto gasolina y ACPM,0.0,544060000000000.0,0.0,0.0
2010,Impuesto unificado RST (Simple),0.0,544060000000000.0,0.0,0.0
2010,Impuestos saludables - Bebidas azucaradas,0.0,544060000000000.0,0.0,0.0
2010,Impuestos saludables - Comestibles ultraprocesados,0.0,544060000000000.0,0.0,0.0
2010,Patrimonio,2235367000000.0,544060000000000.0,0.41,4545944588968.823
2010,Por clasificar,24127000000.0,544060000000000.0,0.0,49065770899.387344
2010,Productos plásticos de un solo uso,0.0,544060000000000.0,0.0,0.0
2010,Renta,28129329000000.0,1088120000000000.0,5.17,57205090241948.55
2010,Riqueza,0.0,544060000000000.0,0.0,0.0
2010,Timbre nacional,353912000000.0,544060000000000.0,0.07,719731633047.7877
2011,Arancel,4390493000000.0,619023000000000.0,0.71,8607606762580.917
2011,CREE,0.0,1238046000000000.0,0.0,0.0
2011,Consumo bienes inmuebles,0.0,619023000000000.0,0.0,0.0
2011,G.M.F.,5069606000000.0,619023000000000.0,0.82,9939014796110.777
2011,IVA externo,12561092000000.0,619023000000000.0,2.03,24626150285309.887
2011,IVA interno,25098772000000.0,619023000000000.0,4.05,49206401103401.5
2011,Impuesto al carbono,0.0,619023000000000.0,0.0,0.0
2011,Impuesto al consumo,0.0,619023000000000.0,0.0,0.0
2011,Impuesto de normalización tributaria,0.0,619023000000000.0,0.0,0.0
2011,Impuesto gasolina y ACPM,0.0,619023000000000.0,0.0,0.0
2011,Impuesto unificado RST (Simple),0.0,619023000000000.0,0.0,0.0
2011,Impuestos saludables - Bebidas azucaradas,0.0,619023000000000.0,0.0,0.0
2011,Impuestos saludables - Comestibles ultraprocesados,0.0,619023000000000.0,0.0,0.0
2011,Patrimonio,4447798000000.0,619023000000000.0,0.72,8719953805505.186
2011,Por clasificar,56491000000.0,619023000000000.0,0.01,110751187537.47212
2011,Productos plásticos de un solo uso,0.0,619023000000000.0,0.0,0.0
2011,Renta,34837405000000.0,1238046000000000.0,5.63,68299091438881.75
2011,Riqueza,0.0,619023000000000.0,0.0,0.0
2011,Timbre nacional,119242000000.0,619023000000000.0,0.02,233775169572.90985
2012,Arancel,3960337000000.0,666507000000000.0,0.59,7579251850369.763
2012,CREE,0.0,1333014000000000.0,0.0,0.0
2012,Consumo bienes inmuebles,0.0,666507000000000.0,0.0,0.0
2012,G.M.F.,5351294000000.0,666507000000000.0,0.8,10241250921669.7
2012,IVA externo,13043703000000.0,666507000000000.0,1.96,24962903434334.91
2012,IVA interno,26443589000000.0,666507000000000.0,3.97,50607466197615.88
2012,Impuesto al carbono,0.0,666507000000000.0,0.0,0.0
2012,Impuesto al consumo,0.0,666507000000000.0,0.0,0.0
2012,Impuesto de normalización tributaria,0.0,666507000000000.0,0.0,0.0
2012,Impuesto gasolina y ACPM,0.0,666507000000000.0,0.0,0.0
2012,Impuesto unificado RST (Simple),0.0,666507000000000.0,0.0,0.0
2012,Impuestos saludables - Bebidas azucaradas,0.0,666507000000000.0,0.0,0.0
2012,Impuestos saludables - Comestibles ultraprocesados,0.0,666507000000000.0,0.0,0.0
2012,Patrimonio,4391723000000.0,666507000000000.0,0.66,8404833900261.883
2012,Por clasificar,38951000000.0,666507000000000.0,0.01,74544019567.96925
2012,Productos plásticos de un solo uso,0.0,666507000000000.0,0.0,0.0
2012,Renta,45859884000000.0,1333014000000000.0,6.88,87766170067027.8
2012,Riqueza,0.0,666507000000000.0,0.0,0.0
2012,Timbre nacional,55395000000.0,666507000000000.0,0.01,106014376112.74823
2013,Arancel,4240323000000.0,714093000000000.0,0.59,7961066793909.505
2013,CREE,2967366000000.0,1428186000000000.0,0.42,5571131946310.711
2013,Consumo bienes inmuebles,0.0,714093000000000.0,0.0,0.0
2013,G.M.F.,5935091000000.0,714093000000000.0,0.83,11142937903299.148
2013,IVA externo,12080300000000.0,714093000000000.0,1.69,22680365432176.98
2013,IVA interno,25355298000000.0,714093000000000.0,3.55,47603737016609.37
2013,Impuesto al carbono,0.0,714093000000000.0,0.0,0.0
2013,Impuesto al consumo,1288442000000.0,714093000000000.0,0.18,2419007425160.383
2013,Impuesto de normalización tributaria,0.0,714093000000000.0,0.0,0.0
2013,Impuesto gasolina y ACPM,2736545000000.0,714093000000000.0,0.38,5137773120005.029
2013,Impuesto unificado RST (Simple),0.0,714093000000000.0,0.0,0.0
2013,Impuestos saludables - Bebidas azucaradas,0.0,714093000000000.0,0.0,0.0
2013,Impuestos saludables - Comestibles ultraprocesados,0.0,714093000000000.0,0.0,0.0
2013,Patrimonio,4466767000000.0,714093000000000.0,0.63,8386207946854.703
2013,Por clasificar,130347000000.0,714093000000000.0,0.02,244722200027.1494
2013,Productos plásticos de un solo uso,0.0,714093000000000.0,0.0,0.0
2013,Renta,46510515000000.0,1428186000000000.0,6.52,87321960269095.06
2013,Riqueza,0.0,714093000000000.0,0.0,0.0
2013,Timbre nacional,57247000000.0,714093000000000.0,0.01,107479357292.10661
2014,Arancel,4399951000000.0,762903000000000.0,0.58,7969277468258.52
2014,CREE,12918201000000.0,1525806000000000.0,1.7000000000000002,23397698783403.42
2014,Consumo bienes inmuebles,0.0,762903000000000.0,0.0,0.0
2014,G.M.F.,6464683000000.0,762903000000000.0,0.85,11708960525090.822
2014,IVA externo,13609157000000.0,762903000000000.0,1.78,24649171829889.176
2014,IVA interno,28315028000000.0,762903000000000.0,3.71,51284733546693.836
2014,Impuesto al carbono,0.0,762903000000000.0,0.0,0.0
2014,Impuesto al consumo,1757643000000.0,762903000000000.0,0.23,3183477442622.045
2014,Impuesto de normalización tributaria,0.0,762903000000000.0,0.0,0.0
2014,Impuesto gasolina y ACPM,2980885000000.0,762903000000000.0,0.39,5399037322454.227
2014,Impuesto unificado RST (Simple),0.0,762903000000000.0,0.0,0.0
2014,Impuestos saludables - Bebidas azucaradas,0.0,762903000000000.0,0.0,0.0
2014,Impuestos saludables - Comestibles ultraprocesados,0.0,762903000000000.0,0.0,0.0
2014,Patrimonio,4361286000000.0,762903000000000.0,0.57,7899246662617.68
2014,Por clasificar,27436000000.0,762903000000000.0,0.0,49692620808.536446
2014,Productos plásticos de un solo uso,0.0,762903000000000.0,0.0,0.0
2014,Renta,39455137000000.0,1525806000000000.0,5.17,71461917257976.97
2014,Riqueza,0.0,762903000000000.0,0.0,0.0
2014,Timbre nacional,72303000000.0,762903000000000.0,0.01,130956610377.59187
2015,Arancel,5074220000000.0,804692000000000.0,0.63,8608094678042.023
2015,CREE,14539121000000.0,1609384000000000.0,1.81,24664703166892.453
2015,Consumo bienes inmuebles,0.0,804692000000000.0,0.0,0.0
2015,G.M.F.,6775377000000.0,804692000000000.0,0.84,11494000397189.781
2015,IVA externo,15446104000000.0,804692000000000.0,1.92,26203342708610.113
2015,IVA interno,29584356000000.0,804692000000000.0,3.68,50187996861961.164
2015,Impuesto al carbono,0.0,804692000000000.0,0.0,0.0
2015,Impuesto al consumo,1824289000000.0,804692000000000.0,0.23,3094791402838.3877
2015,Impuesto de normalización tributaria,0.0,804692000000000.0,0.0,0.0
2015,Impuesto gasolina y ACPM,3418957000000.0,804692000000000.0,0.42,5800045239692.902
2015,Impuesto unificado RST (Simple),0.0,804692000000000.0,0.0,0.0
2015,Impuestos saludables - Bebidas azucaradas,0.0,804692000000000.0,0.0,0.0
2015,Impuestos saludables - Comestibles ultraprocesados,0.0,804692000000000.0,0.0,0.0
2015,Patrimonio,0.0,804692000000000.0,0.0,0.0
2015,Por clasificar,36532000000.0,804692000000000.0,0.0,61974237376.036354
2015,Productos plásticos de un solo uso,0.0,804692000000000.0,0.0,0.0
2015,Renta,41410708000000.0,1609384000000000.0,5.15,70250658258560.375
2015,Riqueza,5512168000000.0,804692000000000.0,0.69,9351045880011.812
2015,Timbre nacional,104085000000.0,804692000000000.0,0.01,176573647686.54178
2016,Arancel,4583842000000.0,863782000000000.0,0.53,7353606990202.557
