CTA PROG,SUBC SUBP,OBJG PROY,"ORD
SPRY",CONCEPTO,Código de entidad,Código de sector,Tipo de gasto,Código,Entidad,Sector,TOTAL
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,"FORTALECIMIENTO DE LA CAPACIDAD DE ARTICULACIÓN TERRITORIAL PARA LA INCORPORACIÓN DE ESTRATEGIAS DE CONVIVENCIA Y SEGURIDAD CIUDADANA INTEGRAL, CORRESPONSABLE, CONTEXTUALIZADA Y PREVENTIVA A NIVEL   NACIONAL",2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / B. CREACIÓN DEL SISTEMA NACIONAL DE CONVIVENCIA PARA LA VIDA,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / B. CREACIÓN DEL SISTEMA NACIONAL DE CONVIVENCIA PARA LA VIDA,3701.0,37,INVERSIÓN,3702.1000.16.20105B,Ministerio del interior,Interior,20000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,FORTALECIMIENTO DE LOS SISTEMAS INTEGRADOS DE EMERGENCIA Y SEGURIDAD SIES A NIVEL  NACIONAL,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. NUEVO MODELO NACIÓN-TERRITORIO PARA LA CONVIVENCIA Y LA SEGURIDAD CIUDADANA,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. NUEVO MODELO NACIÓN-TERRITORIO PARA LA CONVIVENCIA Y LA SEGURIDAD CIUDADANA,3701.0,37,INVERSIÓN,3702.1000.8.20105A,Ministerio del interior,Interior,50000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,"FORTALECIMIENTO EN LA PREVENCIÓN, PROTECCIÓN Y ASISTENCIA EN LA LUCHA CONTRA EL DELITO DE TRATA PERSONAS  NACIONAL",7. ACTORES DIFERENCIALES PARA EL CAMBIO / 4. POR UNA VIDA LIBRE DE VIOLENCIAS CONTRA LAS MUJERES,7. ACTORES DIFERENCIALES PARA EL CAMBIO / 4. POR UNA VIDA LIBRE DE VIOLENCIAS CONTRA LAS MUJERES,3701.0,37,INVERSIÓN,3702.1000.17.701040,Ministerio del interior,Interior,1000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,MEJORAMIENTO DE LA EFECTIVIDAD DE LOS PROGRAMAS E INICIATIVAS DE CONSTRUCCIÓN DE PAZ LIDERADAS POR EL MINISTERIO DEL INTERIOR A NIVEL  NACIONAL,6. PAZ TOTAL E INTEGRAL / 1. HACIA UN NUEVO CAMPO COLOMBIANO: REFORMA RURAL INTEGRAL,6. PAZ TOTAL E INTEGRAL / 1. HACIA UN NUEVO CAMPO COLOMBIANO: REFORMA RURAL INTEGRAL,3701.0,37,INVERSIÓN,3702.1000.15.600011,Ministerio del interior,Interior,2000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,MEJORAMIENTO DE LA EFECTIVIDAD DE LOS PROGRAMAS E INICIATIVAS DE CONSTRUCCIÓN DE PAZ LIDERADAS POR EL MINISTERIO DEL INTERIOR A NIVEL  NACIONAL,6. PAZ TOTAL E INTEGRAL / 2. PARTICIPACIÓN POLÍTICA: APERTURA DEMOCRÁTICA PARA CONSTRUIR LA PAZ,6. PAZ TOTAL E INTEGRAL / 2. PARTICIPACIÓN POLÍTICA: APERTURA DEMOCRÁTICA PARA CONSTRUIR LA PAZ,3701.0,37,INVERSIÓN,3702.1000.15.600012,Ministerio del interior,Interior,2000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,MEJORAMIENTO DE LA EFECTIVIDAD DE LOS PROGRAMAS E INICIATIVAS DE CONSTRUCCIÓN DE PAZ LIDERADAS POR EL MINISTERIO DEL INTERIOR A NIVEL  NACIONAL,6. PAZ TOTAL E INTEGRAL / 3. FIN DEL CONFLICTO,6. PAZ TOTAL E INTEGRAL / 3. FIN DEL CONFLICTO,3701.0,37,INVERSIÓN,3702.1000.15.600013,Ministerio del interior,Interior,2000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,MEJORAMIENTO DE LA EFECTIVIDAD DE LOS PROGRAMAS E INICIATIVAS DE CONSTRUCCIÓN DE PAZ LIDERADAS POR EL MINISTERIO DEL INTERIOR A NIVEL  NACIONAL,6. PAZ TOTAL E INTEGRAL / 4. SOLUCIÓN AL PROBLEMA DE LAS DROGAS ILÍCITAS,6. PAZ TOTAL E INTEGRAL / 4. SOLUCIÓN AL PROBLEMA DE LAS DROGAS ILÍCITAS,3701.0,37,INVERSIÓN,3702.1000.15.600014,Ministerio del interior,Interior,2000000000.0
"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",INTERSUBSECTORIAL GOBIERNO,MEJORAMIENTO DE LAS CAPACIDADES DE LAS ENTIDADES TERRITORIALES PARA TRANSVERSALIZAR EL ENFOQUE DE GÉNERO EN LA GESTIÓN DE LA CONVIVENCIA Y LA SEGURIDAD HUMANA  NACIONAL,7. ACTORES DIFERENCIALES PARA EL CAMBIO / 2. MUJERES EN EL CENTRO DE LA POLÍTICA DE LA VIDA Y LA PAZ,7. ACTORES DIFERENCIALES PARA EL CAMBIO / 2. MUJERES EN EL CENTRO DE LA POLÍTICA DE LA VIDA Y LA PAZ,3701.0,37,INVERSIÓN,3702.1000.14.701020,Ministerio del interior,Interior,3000000000.0
FORTALECIMIENTO DE LA GESTIÓN PÚBLICA EN LAS ENTIDADES NACIONALES Y TERRITORIALES,INTERSUBSECTORIAL GOBIERNO,FORMULACIÓN CONSOLIDACIÓN DE LAS CAPACIDADES DE GESTIÓN Y DESEMPEÑO DE LAS ENTIDADES Y SERVIDORES PÚBLICOS DEL NIVEL TERRITORIAL Y NACIONAL PARA RECUPERAR LA CONFIANZA DE LA CIUDADANÍA EN EL ESTADO -  NACIONAL  NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,501.0,5,INVERSIÓN,505.1000.5.53105B,Departamento administrativo de la función pública,Empleo público,3450081926.0
FORTALECIMIENTO DE LA GESTIÓN PÚBLICA EN LAS ENTIDADES NACIONALES Y TERRITORIALES,INTERSUBSECTORIAL GOBIERNO,FORMULACIÓN FORTALECIMIENTO DE LAS CAPACIDADES INSTITUCIONALES PARA LA PRESTACIÓN OPTIMA DE UN SERVICIO PÚBLICO DE CALIDAD A LAS CIUDADANÍAS  BOGOTÁ,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,501.0,5,INVERSIÓN,505.1000.6.53105B,Departamento administrativo de la función pública,Empleo público,3600085488.0
FORTALECIMIENTO DE LA GESTIÓN PÚBLICA EN LAS ENTIDADES NACIONALES Y TERRITORIALES,INTERSUBSECTORIAL GOBIERNO,"FORTALECIMIENTO Y APOYO A LA GESTION DE LAS ENTIDADES ESTATALES, LA CAPACITACION Y LOS PROCESOS DE SELECCION  NACIONAL",2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. MODERNIZACIÓN Y TRANSFORMACIÓN DEL EMPLEO PÚBLICO,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. MODERNIZACIÓN Y TRANSFORMACIÓN DEL EMPLEO PÚBLICO,503.0,5,INVERSIÓN,505.1000.4.20306D,Escuela superior de administración pública (esap),Empleo público,58540331566.0
FORTALECIMIENTO DE LA GESTIÓN PÚBLICA EN LAS ENTIDADES NACIONALES Y TERRITORIALES,INTERSUBSECTORIAL GOBIERNO,MEJORAMIENTO DE ESTRATEGIAS DE FORTALECIMIENTO DEL ALTO GOBIERNO Y LA ALTA GERENCIA PUBLICA TERRITORIAL Y  NACIONAL,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. MODERNIZACIÓN Y TRANSFORMACIÓN DEL EMPLEO PÚBLICO,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. MODERNIZACIÓN Y TRANSFORMACIÓN DEL EMPLEO PÚBLICO,503.0,5,INVERSIÓN,505.1000.3.20306D,Escuela superior de administración pública (esap),Empleo público,11213740000.0
FORTALECIMIENTO DE LA GOBERNANZA E INSTITUCIONALIDAD MULTINIVEL DEL SECTOR DE CTEI,INTERSUBSECTORIAL GOBIERNO,"FORTALECIMIENTO DE LA GOBERNANZA E INSTITUCIONALIDAD MULTINIVEL DEL SECTOR DE CIENCIA, TECNOLOGÍA E INNOVACIÓN  NACIONAL","3. DERECHO HUMANO A LA ALIMENTACIÓN / C. SISTEMAS TERRITORIALES DE INNOVACIÓN, FORTALECIMIENTO DEL SISTEMA NACIONAL DE INNOVACIÓN AGROPECUARIA (SNIA) Y MISIÓN DE INVESTIGACIÓN E INNOVACIÓN","3. DERECHO HUMANO A LA ALIMENTACIÓN / C. SISTEMAS TERRITORIALES DE INNOVACIÓN, FORTALECIMIENTO DEL SISTEMA NACIONAL DE INNOVACIÓN AGROPECUARIA (SNIA) Y MISIÓN DE INVESTIGACIÓN E INNOVACIÓN",3901.0,39,INVERSIÓN,3905.1000.1.30101C,"Ministerio de ciencia, tecnología e innovación","Ciencia, tecnología e innovación",11500000000.0
FORTALECIMIENTO DE LA INFRAESTRUCTURA FÍSICA DE LAS ENTIDADES DEL ESTADO DEL NIVEL NACIONAL DESDE EL SECTOR PRESIDENCIA,INTERSUBSECTORIAL GOBIERNO,DESARROLLO Y FORMULACIÓN DE PROYECTOS ESTRATÉGICOS DE RENOVACIÓN Y DESARROLLO URBANO EN MUNICIPIOS Y DISTRITOS DE COLOMBIA  NACIONAL,5. CONVERGENCIA REGIONAL / B. REVITALIZACIÓN EN LOS PROCESOS DE TRANSFORMACIÓN Y APROVECHAMIENTO DE LA CIUDAD CONSTRUIDA,5. CONVERGENCIA REGIONAL / B. REVITALIZACIÓN EN LOS PROCESOS DE TRANSFORMACIÓN Y APROVECHAMIENTO DE LA CIUDAD CONSTRUIDA,213.0,2,INVERSIÓN,209.1000.4.51101B,Agencia nacional inmobiliaria virgilio barco vargas,Presidencia de la república,23520000000.0
FORTALECIMIENTO DE LA INFRAESTRUCTURA FÍSICA DE LAS ENTIDADES DEL ESTADO DEL NIVEL NACIONAL DESDE EL SECTOR PRESIDENCIA,INTERSUBSECTORIAL GOBIERNO,RENOVACIÓN URBANA CIUDAD CAN  BOGOTÁ,5. CONVERGENCIA REGIONAL / B. REVITALIZACIÓN EN LOS PROCESOS DE TRANSFORMACIÓN Y APROVECHAMIENTO DE LA CIUDAD CONSTRUIDA,5. CONVERGENCIA REGIONAL / B. REVITALIZACIÓN EN LOS PROCESOS DE TRANSFORMACIÓN Y APROVECHAMIENTO DE LA CIUDAD CONSTRUIDA,213.0,2,INVERSIÓN,209.1000.3.51101B,Agencia nacional inmobiliaria virgilio barco vargas,Presidencia de la república,480000000.0
FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,INTERSUBSECTORIAL JUSTICIA,FORTALECIMIENTO DE LA PREVENCIÓN DEL DELITO EN EL MARCO DE LA POLÍTICA CRIMINAL A NIVEL NACIONAL,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / B. JUSTICIA RESTAURATIVA PARA LA RECOMPOSICIÓN DE LOS LAZOS SOCIALES - ACCESO EFECTIVO A LA JUSTICIA,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / B. JUSTICIA RESTAURATIVA PARA LA RECOMPOSICIÓN DE LOS LAZOS SOCIALES - ACCESO EFECTIVO A LA JUSTICIA,1201.0,12,INVERSIÓN,1207.800.9.20112B1,Ministerio de justicia y del derecho,Justicia y del derecho,1120000000.0
FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,INTERSUBSECTORIAL JUSTICIA,FORTALECIMIENTO DE LA PREVENCIÓN DEL DELITO EN EL MARCO DE LA POLÍTICA CRIMINAL A NIVEL NACIONAL,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. ROBUSTECIMIENTO DE LA ALTERNATIVIDAD PENAL, TRATAMIENTO DIFERENCIADO Y PREVENCIÓN DEL DELITO - ACCESO EFECTIVO A LA JUSTICIA","2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. ROBUSTECIMIENTO DE LA ALTERNATIVIDAD PENAL, TRATAMIENTO DIFERENCIADO Y PREVENCIÓN DEL DELITO - ACCESO EFECTIVO A LA JUSTICIA",1201.0,12,INVERSIÓN,1207.800.9.20112D1,Ministerio de justicia y del derecho,Justicia y del derecho,2630000000.0
FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,INTERSUBSECTORIAL JUSTICIA,FORTALECIMIENTO DE LA PREVENCIÓN DEL DELITO EN EL MARCO DE LA POLÍTICA CRIMINAL A NIVEL NACIONAL,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. DE UN ENFOQUE REACTIVO DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A UNO SUSTENTADO EN EVIDENCIA EMPÍRICA - ACCESO EFECTIVO A LA JUSTICIA,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. DE UN ENFOQUE REACTIVO DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A UNO SUSTENTADO EN EVIDENCIA EMPÍRICA - ACCESO EFECTIVO A LA JUSTICIA,1201.0,12,INVERSIÓN,1207.800.9.20112E1,Ministerio de justicia y del derecho,Justicia y del derecho,250000000.0
FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,INTERSUBSECTORIAL JUSTICIA,HUMANIZACIÓN DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A NIVEL  NACIONAL,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. TRATAMIENTO PENITENCIARIO, RESOCIALIZACIÓN Y NO REINCIDENCIA PARA UN PROYECTO DE VIDA DIGNO","2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. TRATAMIENTO PENITENCIARIO, RESOCIALIZACIÓN Y NO REINCIDENCIA PARA UN PROYECTO DE VIDA DIGNO",1201.0,12,INVERSIÓN,1207.800.11.20112A,Ministerio de justicia y del derecho,Justicia y del derecho,4638000000.0
FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,INTERSUBSECTORIAL JUSTICIA,HUMANIZACIÓN DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A NIVEL  NACIONAL,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. ATENCIÓN A LA POBLACIÓN CONDENADA, SINDICADA Y POSPENADA EN LOS TERRITORIOS","2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. ATENCIÓN A LA POBLACIÓN CONDENADA, SINDICADA Y POSPENADA EN LOS TERRITORIOS",1201.0,12,INVERSIÓN,1207.800.11.20112C,Ministerio de justicia y del derecho,Justicia y del derecho,1012000000.0
FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,INTERSUBSECTORIAL JUSTICIA,HUMANIZACIÓN DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A NIVEL  NACIONAL,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. DE UN ENFOQUE REACTIVO DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A UNO SUSTENTADO EN EVIDENCIA EMPÍRICA,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. DE UN ENFOQUE REACTIVO DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A UNO SUSTENTADO EN EVIDENCIA EMPÍRICA,1201.0,12,INVERSIÓN,1207.800.11.20112E,Ministerio de justicia y del derecho,Justicia y del derecho,350000000.0
"FORTALECIMIENTO DE LAS CAPACIDADES DE ARTICULACIÓN ESTRATÉGICA, MODERNIZACIÓN, EFICIENCIA ADMINISTRATIVA, TRANSPARENCIA Y ACCESO A LA INFORMACIÓN DESDE EL SECTOR PRESIDENCIA",INTERSUBSECTORIAL GOBIERNO,CONSOLIDACION DE LA ACCION INTEGRAL CONTRA MINAS ANTIPERSONAL A NIVEL  NACIONAL,6. PAZ TOTAL E INTEGRAL / 3. DESESCALAMIENTO DE LA VIOLENCIA,6. PAZ TOTAL E INTEGRAL / 3. DESESCALAMIENTO DE LA VIOLENCIA,201.0,2,INVERSIÓN,214.1000.2.600030,Presidencia de la república,Presidencia de la república,4000000000.0
"FORTALECIMIENTO DE LAS CAPACIDADES DE ARTICULACIÓN ESTRATÉGICA, MODERNIZACIÓN, EFICIENCIA ADMINISTRATIVA, TRANSPARENCIA Y ACCESO A LA INFORMACIÓN DESDE EL SECTOR PRESIDENCIA",INTERSUBSECTORIAL GOBIERNO,CONTRIBUCIÓN PARA LA IMPLEMENTACIÓN DE ESTRATEGIAS EN MATERIA DE POLÍTICAS PÚBLICAS DE TRANSPARENCIA Y CORRUPCIÓN A NIVEL  NACIONAL,5. CONVERGENCIA REGIONAL / A. LUCHA CONTRA LA CORRUPCIÓN EN LAS ENTIDADES PÚBLICAS NACIONALES Y TERRITORIALES,5. CONVERGENCIA REGIONAL / A. LUCHA CONTRA LA CORRUPCIÓN EN LAS ENTIDADES PÚBLICAS NACIONALES Y TERRITORIALES,201.0,2,INVERSIÓN,214.1000.3.53105A,Presidencia de la república,Presidencia de la república,2000000000.0
"FORTALECIMIENTO DE LAS CAPACIDADES DE ARTICULACIÓN ESTRATÉGICA, MODERNIZACIÓN, EFICIENCIA ADMINISTRATIVA, TRANSPARENCIA Y ACCESO A LA INFORMACIÓN DESDE EL SECTOR PRESIDENCIA",INTERSUBSECTORIAL GOBIERNO,FORTALECIMIENTO DE LA CAPACIDAD TECNOLÓGICA Y LA GESTIÓN ESTRATÉGICA DEL GOBIERNO  NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,201.0,2,INVERSIÓN,214.1000.5.53105B,Presidencia de la república,Presidencia de la república,9000000000.0
"FORTALECIMIENTO DE LAS CAPACIDADES DE ARTICULACIÓN ESTRATÉGICA, MODERNIZACIÓN, EFICIENCIA ADMINISTRATIVA, TRANSPARENCIA Y ACCESO A LA INFORMACIÓN DESDE EL SECTOR PRESIDENCIA",INTERSUBSECTORIAL GOBIERNO,"FORTALECIMIENTO DE LAS ENTIDADES DE LA RAMA EJECUTIVA PARA DISEÑAR, IMPLEMENTAR Y EVALUAR UNA CULTURA DE RESPETO Y GARANTÍA EN MATERIA DE DERECHOS HUMANOS Y DERECHO INTERNACIONAL HUMANITARIO. NACIONAL",2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL/C. RESPETO A LOS DD.HH. Y AL DIH DESDE UN ENFOQUE DIFERENCIAL,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL/C. RESPETO A LOS DD.HH. Y AL DIH DESDE UN ENFOQUE DIFERENCIAL,201.0,2,INVERSIÓN,214.1000.4.20109C,Presidencia de la república,Presidencia de la república,8866176444.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,AMPLIACIÓN DE LA COBERTURA TERRITORIAL Y FORTALECIMIENTO TÉCNICO DEL EJERCICIO DE SEGUIMIENTO Y VIGILANCIA FISCAL A LOS RECURSOS DESTINADOS A LAS POLÍTICAS PÚBLICAS DE VÍCTIMAS Y POSCONFLICTO CON ENFOQUE DIFERENCIAL.  NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2601.0,26,INVERSIÓN,2501.1000.12.53105B,Contraloría general de la república,Organismos de control,3719751710.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,CONSOLIDACIÓN DE LA FUNCIÓN DE VIGILANCIA Y CONTROL FISCAL DE LA AGR PARA CONTRIBUIR CON EL FORTALECIMIENTO DEL SISTEMA DE CONTROL FISCAL EN COLOMBIA   NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2601.0,26,INVERSIÓN,2501.1000.9.53105B,Contraloría general de la república,Organismos de control,5441584646.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,CONSOLIDACIÓN DE LA FUNCIÓN DE VIGILANCIA Y CONTROL FISCAL DE LA AGR PARA CONTRIBUIR CON EL FORTALECIMIENTO DEL SISTEMA DE CONTROL FISCAL EN COLOMBIA   NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,3401.0,34,INVERSIÓN,2501.1000.9.53105B,Auditoría general de la republica,Organismos de control,2850000000.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,CONSOLIDACIÓN DE LA GESTIÓN DEL CONOCIMIENTO PARA LA VIGILANCIA Y EL CONTROL FISCAL   NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2601.0,26,INVERSIÓN,2501.1000.10.53105B,Contraloría general de la república,Organismos de control,2152955620.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,CONSOLIDACIÓN DE LA GESTIÓN DEL CONOCIMIENTO PARA LA VIGILANCIA Y EL CONTROL FISCAL   NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,3401.0,34,INVERSIÓN,2501.1000.10.53105B,Auditoría general de la republica,Organismos de control,2400000000.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,FORTALECIMIENTO DE LAS SINERGIAS QUE EXISTEN ENTRE EL CONTROL SOCIAL Y EL CONTROL FISCAL EN LA LUCHA CONTRA LA CORRUPCIÓN  NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2601.0,26,INVERSIÓN,2501.1000.11.53105B,Contraloría general de la república,Organismos de control,876125024.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,FORTALECIMIENTO DE LAS SINERGIAS QUE EXISTEN ENTRE EL CONTROL SOCIAL Y EL CONTROL FISCAL EN LA LUCHA CONTRA LA CORRUPCIÓN  NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,3401.0,34,INVERSIÓN,2501.1000.11.53105B,Auditoría general de la republica,Organismos de control,800000000.0
FORTALECIMIENTO DEL CONTROL Y LA VIGILANCIA DE LA GESTIÓN FISCAL Y RESARCIMIENTO AL DAÑO DEL PATRIMONIO PÚBLICO,INTERSUBSECTORIAL GOBIERNO,TRANSFORMACION DIGITAL DE LA CGR - PRESTAMO BID NACIONAL,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,2601.0,26,INVERSIÓN,2501.1000.8.53105B,Contraloría general de la república,Organismos de control,52799991983.0
FORTALECIMIENTO DEL DESEMPEÑO AMBIENTAL DE LOS SECTORES PRODUCTIVOS,INTERSUBSECTORIAL AMBIENTE,APOYO FINANCIERO A LAS CORPORACIONES AUTÓNOMAS REGIONALES Y DE DESARROLLO SOSTENIBLE BENEFICIARIAS DEL FONDO DE COMPENSACIÓN AMBIENTAL – FCA  NACIONAL,"4. TRANSFORMACIÓN PRODUCTIVA, INTERNACIONALIZACIÓN Y ACCIÓN CLÍMATICA / B. RESTAURACIÓN PARTICIPATIVA DE ECOSISTEMAS, ÁREAS PROTEGIDAS Y OTRAS ÁREAS AMBIENTALMENTE ESTRATÉGICAS - [DISTRIBUCIÓN PREVIO CONCEPTO  DNP]","4. TRANSFORMACIÓN PRODUCTIVA, INTERNACIONALIZACIÓN Y ACCIÓN CLÍMATICA / B. RESTAURACIÓN PARTICIPATIVA DE ECOSISTEMAS, ÁREAS PROTEGIDAS Y OTRAS ÁREAS AMBIENTALMENTE ESTRATÉGICAS - [DISTRIBUCIÓN PREVIO CONCEPTO  DNP]",3201.0,32,INVERSIÓN,3201.900.11.40101B,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,104576000000.0
