Sector,Etapa,Año,Valor
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2008,355.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2009,325.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2010,336.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2011,335.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2012,930.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2013,649.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2014,707.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2015,688.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2016,814.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2017,1860.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2018,1634.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2019,1647.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2020,5351.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2021,8859.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2022,6112.0
PRESIDENCIA DE LA REPÚBLICA,Apropiación,2023,5606.0
RAMA JUDICIAL,Apropiación,2000,707.0
RAMA JUDICIAL,Apropiación,2001,807.0
RAMA JUDICIAL,Apropiación,2002,832.0
RAMA JUDICIAL,Apropiación,2003,817.0
RAMA JUDICIAL,Apropiación,2004,1038.0
RAMA JUDICIAL,Apropiación,2005,1076.0
RAMA JUDICIAL,Apropiación,2006,1221.0
RAMA JUDICIAL,Apropiación,2007,1319.0
RAMA JUDICIAL,Apropiación,2008,1470.0
RAMA JUDICIAL,Apropiación,2009,1687.0
RAMA JUDICIAL,Apropiación,2010,1862.0
RAMA JUDICIAL,Apropiación,2011,2138.0
RAMA JUDICIAL,Apropiación,2012,2449.0
RAMA JUDICIAL,Apropiación,2013,2832.0
RAMA JUDICIAL,Apropiación,2014,3026.0
RAMA JUDICIAL,Apropiación,2015,3238.0
RAMA JUDICIAL,Apropiación,2016,3498.0
RAMA JUDICIAL,Apropiación,2017,3814.0
RAMA JUDICIAL,Apropiación,2018,4194.0
RAMA JUDICIAL,Apropiación,2019,4677.0
RAMA JUDICIAL,Apropiación,2020,4876.0
RAMA JUDICIAL,Apropiación,2021,5438.0
RAMA JUDICIAL,Apropiación,2022,6036.0
RAMA JUDICIAL,Apropiación,2023,7903.0
REGISTRADURÍA,Apropiación,2000,226.0
REGISTRADURÍA,Apropiación,2001,201.0
REGISTRADURÍA,Apropiación,2002,270.0
REGISTRADURÍA,Apropiación,2003,349.0
REGISTRADURÍA,Apropiación,2004,174.0
REGISTRADURÍA,Apropiación,2005,211.0
REGISTRADURÍA,Apropiación,2006,569.0
REGISTRADURÍA,Apropiación,2007,475.0
REGISTRADURÍA,Apropiación,2008,391.0
REGISTRADURÍA,Apropiación,2009,448.0
REGISTRADURÍA,Apropiación,2010,778.0
REGISTRADURÍA,Apropiación,2011,660.0
REGISTRADURÍA,Apropiación,2012,498.0
REGISTRADURÍA,Apropiación,2013,655.0
REGISTRADURÍA,Apropiación,2014,1197.0
REGISTRADURÍA,Apropiación,2015,963.0
REGISTRADURÍA,Apropiación,2016,812.0
REGISTRADURÍA,Apropiación,2017,853.0
REGISTRADURÍA,Apropiación,2018,1910.0
REGISTRADURÍA,Apropiación,2019,1559.0
REGISTRADURÍA,Apropiación,2020,722.0
REGISTRADURÍA,Apropiación,2021,1462.0
REGISTRADURÍA,Apropiación,2022,3356.0
REGISTRADURÍA,Apropiación,2023,3461.0
RELACIONES EXTERIORES,Apropiación,2000,211.0
RELACIONES EXTERIORES,Apropiación,2001,223.0
RELACIONES EXTERIORES,Apropiación,2002,241.0
RELACIONES EXTERIORES,Apropiación,2003,224.0
RELACIONES EXTERIORES,Apropiación,2004,243.0
RELACIONES EXTERIORES,Apropiación,2005,302.0
RELACIONES EXTERIORES,Apropiación,2006,304.0
RELACIONES EXTERIORES,Apropiación,2007,305.0
RELACIONES EXTERIORES,Apropiación,2008,295.0
RELACIONES EXTERIORES,Apropiación,2009,304.0
RELACIONES EXTERIORES,Apropiación,2010,383.0
RELACIONES EXTERIORES,Apropiación,2011,380.0
RELACIONES EXTERIORES,Apropiación,2012,640.0
RELACIONES EXTERIORES,Apropiación,2013,638.0
RELACIONES EXTERIORES,Apropiación,2014,666.0
RELACIONES EXTERIORES,Apropiación,2015,841.0
RELACIONES EXTERIORES,Apropiación,2016,1020.0
RELACIONES EXTERIORES,Apropiación,2017,967.0
RELACIONES EXTERIORES,Apropiación,2018,925.0
RELACIONES EXTERIORES,Apropiación,2019,959.0
RELACIONES EXTERIORES,Apropiación,2020,1003.0
RELACIONES EXTERIORES,Apropiación,2021,1175.0
RELACIONES EXTERIORES,Apropiación,2022,1406.0
RELACIONES EXTERIORES,Apropiación,2023,1517.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2000,5731.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2001,7096.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2002,8179.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2003,9172.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2004,11960.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2005,15074.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2006,17178.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2007,18912.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2008,20193.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2009,23698.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2010,27266.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2011,26562.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2012,29906.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2013,31068.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2014,36812.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2015,36635.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2016,38108.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2017,40592.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2018,50735.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2019,57648.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2020,67837.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2021,71656.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2022,77071.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Apropiación,2023,88615.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2000,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2001,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2002,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2003,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2004,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2005,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2006,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2007,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2008,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2009,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2010,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2011,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2012,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2013,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2014,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2015,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2016,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2017,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2018,161.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2019,430.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2020,503.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2021,582.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2022,620.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Apropiación,2023,739.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2000,334.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2001,328.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2002,325.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2003,271.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2004,309.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2005,293.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2006,437.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2007,541.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2008,704.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2009,1092.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2010,1184.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2011,1295.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2012,1474.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2013,1517.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2014,2040.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2015,1635.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2016,1274.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2017,1336.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2018,1384.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2019,1646.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2020,1586.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2021,2462.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2022,2497.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Apropiación,2023,2524.0
TRANSPORTE,Apropiación,2000,1273.0
TRANSPORTE,Apropiación,2001,1885.0
TRANSPORTE,Apropiación,2002,2026.0
TRANSPORTE,Apropiación,2003,1242.0
TRANSPORTE,Apropiación,2004,1534.0
TRANSPORTE,Apropiación,2005,1831.0
TRANSPORTE,Apropiación,2006,2957.0
TRANSPORTE,Apropiación,2007,3253.0
TRANSPORTE,Apropiación,2008,2687.0
TRANSPORTE,Apropiación,2009,4.0
TRANSPORTE,Apropiación,2010,4344.0
TRANSPORTE,Apropiación,2011,5409.0
TRANSPORTE,Apropiación,2012,8339.0
TRANSPORTE,Apropiación,2013,8560.0
TRANSPORTE,Apropiación,2014,7670.0
TRANSPORTE,Apropiación,2015,7254.0
TRANSPORTE,Apropiación,2016,5955.0
TRANSPORTE,Apropiación,2017,6586.0
TRANSPORTE,Apropiación,2018,5414.0
TRANSPORTE,Apropiación,2019,7633.0
TRANSPORTE,Apropiación,2020,7934.0
TRANSPORTE,Apropiación,2021,11456.0
TRANSPORTE,Apropiación,2022,12451.0
TRANSPORTE,Apropiación,2023,12924.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2000,201.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2001,234.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2002,192.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2003,228.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2004,270.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2005,277.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2006,258.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2007,409.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2008,444.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2009,722.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2010,635.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2011,1146.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2012,3080.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2013,3596.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2014,3719.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2015,3889.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2016,3244.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2017,3847.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2018,3805.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2019,4151.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2020,4368.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2021,5977.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2022,5824.0
"VIVIENDA, CIUDAD Y TERRITORIO",Apropiación,2023,7950.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2000,438.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2001,691.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2002,679.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2003,527.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2004,615.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2005,647.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2006,1001.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2007,1385.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2008,1874.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2009,1516.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2010,1557.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2011,1677.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2012,2110.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2013,3550.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2014,3274.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2015,3668.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2016,2437.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2017,2750.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2018,2231.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2019,2170.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2020,1690.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2021,2239.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2022,2321.0
AGRICULTURA Y DESARROLLO RURAL,Compromiso,2023,4885.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2000,115.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2001,147.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2002,153.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2003,197.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2004,332.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2005,305.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2006,429.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2007,513.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2008,1449.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2009,1691.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2010,1823.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2011,1383.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2012,367.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2013,500.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2014,551.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2015,555.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2016,663.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2017,709.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2018,692.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2019,601.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2020,700.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2021,972.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2022,1175.0
AMBIENTE Y DESARROLLO SOSTENIBLE,Compromiso,2023,1734.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2000,37.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2001,75.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2002,81.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2003,73.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2004,93.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2005,99.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2006,129.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2007,133.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2008,196.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2009,191.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2010,351.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2011,367.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2012,408.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2013,424.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2014,373.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2015,352.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2016,305.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2017,379.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2018,330.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2019,350.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2020,267.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2021,408.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2022,327.0
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",Compromiso,2023,478.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2000,200.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2001,270.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2002,251.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2003,200.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2004,191.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2005,214.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2006,305.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2007,311.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2008,310.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2009,449.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2010,436.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2011,548.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2012,761.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2013,1039.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2014,845.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2015,858.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2016,837.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2017,976.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2018,825.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2019,976.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2020,1068.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2021,1113.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2022,1118.0
"COMERCIO, INDUSTRIA Y TURISMO",Compromiso,2023,1389.0
CONGRESO DE LA REPÚBLICA,Compromiso,2000,169.0
CONGRESO DE LA REPÚBLICA,Compromiso,2001,203.0
CONGRESO DE LA REPÚBLICA,Compromiso,2002,190.0
CONGRESO DE LA REPÚBLICA,Compromiso,2003,224.0
CONGRESO DE LA REPÚBLICA,Compromiso,2004,224.0
CONGRESO DE LA REPÚBLICA,Compromiso,2005,250.0
CONGRESO DE LA REPÚBLICA,Compromiso,2006,298.0
CONGRESO DE LA REPÚBLICA,Compromiso,2007,286.0
CONGRESO DE LA REPÚBLICA,Compromiso,2008,312.0
CONGRESO DE LA REPÚBLICA,Compromiso,2009,336.0
CONGRESO DE LA REPÚBLICA,Compromiso,2010,368.0
CONGRESO DE LA REPÚBLICA,Compromiso,2011,375.0
CONGRESO DE LA REPÚBLICA,Compromiso,2012,382.0
CONGRESO DE LA REPÚBLICA,Compromiso,2013,429.0
CONGRESO DE LA REPÚBLICA,Compromiso,2014,455.0
CONGRESO DE LA REPÚBLICA,Compromiso,2015,468.0
CONGRESO DE LA REPÚBLICA,Compromiso,2016,508.0
CONGRESO DE LA REPÚBLICA,Compromiso,2017,551.0
CONGRESO DE LA REPÚBLICA,Compromiso,2018,580.0
CONGRESO DE LA REPÚBLICA,Compromiso,2019,637.0
CONGRESO DE LA REPÚBLICA,Compromiso,2020,685.0
CONGRESO DE LA REPÚBLICA,Compromiso,2021,746.0
CONGRESO DE LA REPÚBLICA,Compromiso,2022,919.0
CONGRESO DE LA REPÚBLICA,Compromiso,2023,1160.0
CULTURA,Compromiso,2000,50.0
CULTURA,Compromiso,2001,68.0
CULTURA,Compromiso,2002,61.0
CULTURA,Compromiso,2003,67.0
CULTURA,Compromiso,2004,96.0
CULTURA,Compromiso,2005,102.0
CULTURA,Compromiso,2006,124.0
CULTURA,Compromiso,2007,137.0
CULTURA,Compromiso,2008,180.0
CULTURA,Compromiso,2009,182.0
CULTURA,Compromiso,2010,210.0
CULTURA,Compromiso,2011,235.0
CULTURA,Compromiso,2012,344.0
CULTURA,Compromiso,2013,402.0
CULTURA,Compromiso,2014,391.0
CULTURA,Compromiso,2015,438.0
CULTURA,Compromiso,2016,379.0
CULTURA,Compromiso,2017,403.0
CULTURA,Compromiso,2018,402.0
CULTURA,Compromiso,2019,381.0
CULTURA,Compromiso,2020,379.0
CULTURA,Compromiso,2021,596.0
CULTURA,Compromiso,2022,559.0
CULTURA,Compromiso,2023,793.0
DEFENSA Y POLICÍA,Compromiso,2000,6480.0
DEFENSA Y POLICÍA,Compromiso,2001,7678.0
DEFENSA Y POLICÍA,Compromiso,2002,8533.0
DEFENSA Y POLICÍA,Compromiso,2003,9733.0
DEFENSA Y POLICÍA,Compromiso,2004,11018.0
DEFENSA Y POLICÍA,Compromiso,2005,11968.0
DEFENSA Y POLICÍA,Compromiso,2006,13186.0
DEFENSA Y POLICÍA,Compromiso,2007,14504.0
DEFENSA Y POLICÍA,Compromiso,2008,18452.0
DEFENSA Y POLICÍA,Compromiso,2009,19999.0
DEFENSA Y POLICÍA,Compromiso,2010,20503.0
DEFENSA Y POLICÍA,Compromiso,2011,21456.0
DEFENSA Y POLICÍA,Compromiso,2012,23601.0
DEFENSA Y POLICÍA,Compromiso,2013,26072.0
DEFENSA Y POLICÍA,Compromiso,2014,26758.0
DEFENSA Y POLICÍA,Compromiso,2015,26858.0
DEFENSA Y POLICÍA,Compromiso,2016,28747.0
DEFENSA Y POLICÍA,Compromiso,2017,29903.0
DEFENSA Y POLICÍA,Compromiso,2018,31327.0
DEFENSA Y POLICÍA,Compromiso,2019,33398.0
DEFENSA Y POLICÍA,Compromiso,2020,35282.0
DEFENSA Y POLICÍA,Compromiso,2021,37772.0
DEFENSA Y POLICÍA,Compromiso,2022,41583.0
DEFENSA Y POLICÍA,Compromiso,2023,47262.0
DEPORTE Y RECREACIÓN,Compromiso,2000,35.0
DEPORTE Y RECREACIÓN,Compromiso,2001,78.0
DEPORTE Y RECREACIÓN,Compromiso,2002,35.0
DEPORTE Y RECREACIÓN,Compromiso,2003,38.0
DEPORTE Y RECREACIÓN,Compromiso,2004,89.0
DEPORTE Y RECREACIÓN,Compromiso,2005,72.0
DEPORTE Y RECREACIÓN,Compromiso,2006,100.0
DEPORTE Y RECREACIÓN,Compromiso,2007,84.0
DEPORTE Y RECREACIÓN,Compromiso,2008,154.0
DEPORTE Y RECREACIÓN,Compromiso,2009,137.0
DEPORTE Y RECREACIÓN,Compromiso,2010,140.0
DEPORTE Y RECREACIÓN,Compromiso,2011,173.0
DEPORTE Y RECREACIÓN,Compromiso,2012,310.0
DEPORTE Y RECREACIÓN,Compromiso,2013,370.0
DEPORTE Y RECREACIÓN,Compromiso,2014,338.0
DEPORTE Y RECREACIÓN,Compromiso,2015,429.0
DEPORTE Y RECREACIÓN,Compromiso,2016,401.0
DEPORTE Y RECREACIÓN,Compromiso,2017,583.0
DEPORTE Y RECREACIÓN,Compromiso,2018,565.0
DEPORTE Y RECREACIÓN,Compromiso,2019,481.0
