Sector,Etapa,Año,Valor,IPC,Valor_pc
Ambiente y desarrollo sostenible,Compromiso,2021,972000000000.0,74.58595788962911,1303194364599.228
Ambiente y desarrollo sostenible,Compromiso,2022,1175000000000.0,84.37364933874838,1392614885344.7593
Ambiente y desarrollo sostenible,Compromiso,2023,1734000000000.0,92.19978566160776,1880698515248.3303
"Ciencia, tecnología e innovación",Compromiso,2000,37000000000.0,28.968085431148474,127726770510.7465
"Ciencia, tecnología e innovación",Compromiso,2001,75000000000.0,31.184040198356737,240507642765.13525
"Ciencia, tecnología e innovación",Compromiso,2002,81000000000.0,33.35982660120472,242807017459.36188
"Ciencia, tecnología e innovación",Compromiso,2003,73000000000.0,35.52891827665934,205466429998.11572
"Ciencia, tecnología e innovación",Compromiso,2004,93000000000.0,37.48377867552584,248107323450.6162
"Ciencia, tecnología e innovación",Compromiso,2005,99000000000.0,39.2980497991314,251920898126.06476
"Ciencia, tecnología e innovación",Compromiso,2006,129000000000.0,41.058763103589925,314183843469.75385
"Ciencia, tecnología e innovación",Compromiso,2007,133000000000.0,43.39522296387899,306485347732.18146
"Ciencia, tecnología e innovación",Compromiso,2008,196000000000.0,46.72919720578145,419437978223.4958
"Ciencia, tecnología e innovación",Compromiso,2009,191000000000.0,47.666459040854434,400701046067.4158
"Ciencia, tecnología e innovación",Compromiso,2010,351000000000.0,49.17277270436458,713809656637.1682
"Ciencia, tecnología e innovación",Compromiso,2011,367000000000.0,51.007128010150275,719507281270.508
"Ciencia, tecnología e innovación",Compromiso,2012,408000000000.0,52.252347305318665,780826165791.1594
"Ciencia, tecnología e innovación",Compromiso,2013,424000000000.0,53.2632511417188,796046037204.6257
"Ciencia, tecnología e innovación",Compromiso,2014,373000000000.0,55.21141681319193,675584908936.5831
"Ciencia, tecnología e innovación",Compromiso,2015,352000000000.0,58.947074698697094,597145832595.1166
"Ciencia, tecnología e innovación",Compromiso,2016,305000000000.0,62.33460675974658,489294816883.2564
"Ciencia, tecnología e innovación",Compromiso,2017,379000000000.0,64.88529789662377,584107667354.5192
"Ciencia, tecnología e innovación",Compromiso,2018,330000000000.0,66.94727393378432,492925224000.0001
"Ciencia, tecnología e innovación",Compromiso,2019,350000000000.0,69.49127034326813,503660385356.4547
"Ciencia, tecnología e innovación",Compromiso,2020,267000000000.0,70.6159845453557,378101362912.40045
"Ciencia, tecnología e innovación",Compromiso,2021,408000000000.0,74.58595788962911,547019856745.355
"Ciencia, tecnología e innovación",Compromiso,2022,327000000000.0,84.37364933874838,387561759581.0522
"Ciencia, tecnología e innovación",Compromiso,2023,478000000000.0,92.19978566160776,518439383096.13715
"Comercio, industria y turismo",Compromiso,2000,200000000000.0,28.968085431148474,690414975733.7649
"Comercio, industria y turismo",Compromiso,2001,270000000000.0,31.184040198356737,865827513954.4869
"Comercio, industria y turismo",Compromiso,2002,251000000000.0,33.35982660120472,752401992374.072
"Comercio, industria y turismo",Compromiso,2003,200000000000.0,35.52891827665934,562921726022.2349
"Comercio, industria y turismo",Compromiso,2004,191000000000.0,37.48377867552584,509553750312.55585
"Comercio, industria y turismo",Compromiso,2005,214000000000.0,39.2980497991314,544556284838.16016
"Comercio, industria y turismo",Compromiso,2006,305000000000.0,41.058763103589925,742837769443.9916
"Comercio, industria y turismo",Compromiso,2007,311000000000.0,43.39522296387899,716668745448.9357
"Comercio, industria y turismo",Compromiso,2008,310000000000.0,46.72919720578145,663396802292.2637
"Comercio, industria y turismo",Compromiso,2009,449000000000.0,47.666459040854434,941962144943.8203
"Comercio, industria y turismo",Compromiso,2010,436000000000.0,49.17277270436458,886669544996.5964
"Comercio, industria y turismo",Compromiso,2011,548000000000.0,51.007128010150275,1074359646147.7886
"Comercio, industria y turismo",Compromiso,2012,761000000000.0,52.252347305318665,1456393902370.2754
"Comercio, industria y turismo",Compromiso,2013,1039000000000.0,53.2632511417188,1950688284565.1086
"Comercio, industria y turismo",Compromiso,2014,845000000000.0,55.21141681319193,1530480557778.5864
"Comercio, industria y turismo",Compromiso,2015,858000000000.0,58.947074698697094,1455542966950.5964
"Comercio, industria y turismo",Compromiso,2016,837000000000.0,62.33460675974658,1342753317151.756
"Comercio, industria y turismo",Compromiso,2017,976000000000.0,64.88529789662377,1504192832026.4133
"Comercio, industria y turismo",Compromiso,2018,825000000000.0,66.94727393378432,1232313060000.0002
"Comercio, industria y turismo",Compromiso,2019,976000000000.0,69.49127034326813,1404492960308.2852
"Comercio, industria y turismo",Compromiso,2020,1068000000000.0,70.6159845453557,1512405451649.6018
"Comercio, industria y turismo",Compromiso,2021,1113000000000.0,74.58595788962911,1492237991562.6963
"Comercio, industria y turismo",Compromiso,2022,1118000000000.0,84.37364933874838,1325058248353.5667
"Comercio, industria y turismo",Compromiso,2023,1389000000000.0,92.19978566160776,1506511094394.4238
Congreso de la república,Compromiso,2000,169000000000.0,28.968085431148474,583400654495.0314
Congreso de la república,Compromiso,2001,203000000000.0,31.184040198356737,650974019750.9661
Congreso de la república,Compromiso,2002,190000000000.0,33.35982660120472,569547324904.676
Congreso de la república,Compromiso,2003,224000000000.0,35.52891827665934,630472333144.9031
Congreso de la república,Compromiso,2004,224000000000.0,37.48377867552584,597591832827.2906
Congreso de la república,Compromiso,2005,250000000000.0,39.2980497991314,636163884156.7291
Congreso de la república,Compromiso,2006,298000000000.0,41.058763103589925,725789033751.8344
Congreso de la república,Compromiso,2007,286000000000.0,43.39522296387899,659058717679.7286
Congreso de la república,Compromiso,2008,312000000000.0,46.72919720578145,667676781661.8912
Congreso de la república,Compromiso,2009,336000000000.0,47.666459040854434,704898175280.8989
Congreso de la república,Compromiso,2010,368000000000.0,49.17277270436458,748381634309.0538
Congreso de la república,Compromiso,2011,375000000000.0,51.007128010150275,735191363696.0232
Congreso de la república,Compromiso,2012,382000000000.0,52.252347305318665,731067635618.1935
Congreso de la república,Compromiso,2013,429000000000.0,53.2632511417188,805433372549.0199
Congreso de la república,Compromiso,2014,455000000000.0,55.21141681319193,824104915726.9312
Congreso de la república,Compromiso,2015,468000000000.0,58.947074698697094,793932527427.5981
Congreso de la república,Compromiso,2016,508000000000.0,62.33460675974658,814956613038.3418
Congreso de la república,Compromiso,2017,551000000000.0,64.88529789662377,849190830375.5674
Congreso de la república,Compromiso,2018,580000000000.0,66.94727393378432,866353424000.0001
Congreso de la república,Compromiso,2019,637000000000.0,69.49127034326813,916661901348.7476
Congreso de la república,Compromiso,2020,685000000000.0,70.6159845453557,970035331816.4581
Congreso de la república,Compromiso,2021,746000000000.0,74.58595788962911,1000188267480.4775
Congreso de la república,Compromiso,2022,919000000000.0,84.37364933874838,1089202620963.2628
Congreso de la república,Compromiso,2023,1160000000000.0,92.19978566160776,1258137415045.019
Cultura,Compromiso,2000,50000000000.0,28.968085431148474,172603743933.44122
Cultura,Compromiso,2001,68000000000.0,31.184040198356737,218060262773.72263
Cultura,Compromiso,2002,61000000000.0,33.35982660120472,182854667469.396
Cultura,Compromiso,2003,67000000000.0,35.52891827665934,188578778217.44867
Cultura,Compromiso,2004,96000000000.0,37.48377867552584,256110785497.41028
Cultura,Compromiso,2005,102000000000.0,39.2980497991314,259554864735.9455
Cultura,Compromiso,2006,124000000000.0,41.058763103589925,302006175118.21295
Cultura,Compromiso,2007,137000000000.0,43.39522296387899,315702952175.2546
Cultura,Compromiso,2008,180000000000.0,46.72919720578145,385198143266.4757
Cultura,Compromiso,2009,182000000000.0,47.666459040854434,381819844943.82025
Cultura,Compromiso,2010,210000000000.0,49.17277270436458,427065606535.0579
Cultura,Compromiso,2011,235000000000.0,51.007128010150275,460719921249.5079
Cultura,Compromiso,2012,344000000000.0,52.252347305318665,658343629980.7815
Cultura,Compromiso,2013,402000000000.0,53.2632511417188,754741761689.2914
Cultura,Compromiso,2014,391000000000.0,55.21141681319193,708186861646.6594
Cultura,Compromiso,2015,438000000000.0,58.947074698697094,743039416695.0598
Cultura,Compromiso,2016,379000000000.0,62.33460675974658,608008969176.2432
Cultura,Compromiso,2017,403000000000.0,64.88529789662377,621096015683.0375
Cultura,Compromiso,2018,402000000000.0,66.94727393378432,600472545600.0001
Cultura,Compromiso,2019,381000000000.0,69.49127034326813,548270305202.31213
Cultura,Compromiso,2020,379000000000.0,70.6159845453557,536705679939.325
Cultura,Compromiso,2021,596000000000.0,74.58595788962911,799078026029.9794
Cultura,Compromiso,2022,559000000000.0,84.37364933874838,662529124176.7833
Cultura,Compromiso,2023,793000000000.0,92.19978566160776,860088767354.0519
Defensa y policía,Compromiso,2000,6480000000000.0,28.968085431148474,22369445213773.98
Defensa y policía,Compromiso,2001,7678000000000.0,31.184040198356737,24621569082009.445
Defensa y policía,Compromiso,2002,8533000000000.0,33.35982660120472,25578670123218.95
Defensa y policía,Compromiso,2003,9733000000000.0,35.52891827665934,27394585796872.06
Defensa y policía,Compromiso,2004,11018000000000.0,37.48377867552584,29394048277192.36
Defensa y policía,Compromiso,2005,11968000000000.0,39.2980497991314,30454437462350.94
Defensa y policía,Compromiso,2006,13186000000000.0,41.058763103589925,32114946976683.52
Defensa y policía,Compromiso,2007,14504000000000.0,43.39522296387899,33423033710583.16
Defensa y policía,Compromiso,2008,18452000000000.0,46.72919720578145,39487089664183.38
Defensa y policía,Compromiso,2009,19999000000000.0,47.666459040854434,41956126807865.17
Defensa y policía,Compromiso,2010,20503000000000.0,49.17277270436458,41695838718039.484
Defensa y policía,Compromiso,2011,21456000000000.0,51.007128010150275,42064709065231.664
Defensa y policía,Compromiso,2012,23601000000000.0,52.252347305318665,45167348869698.91
Defensa y policía,Compromiso,2013,26072000000000.0,53.2632511417188,48949321419808.97
Defensa y policía,Compromiso,2014,26758000000000.0,55.21141681319193,48464613923123.56
Defensa y policía,Compromiso,2015,26858000000000.0,58.947074698697094,45562905601817.16
Defensa y policía,Compromiso,2016,28747000000000.0,62.33460675974658,46117239675222.86
Defensa y policía,Compromiso,2017,29903000000000.0,64.88529789662377,46085940836153.52
Defensa y policía,Compromiso,2018,31327000000000.0,66.94727393378432,46793540885600.01
Defensa y policía,Compromiso,2019,33398000000000.0,69.49127034326813,48060713000385.36
Defensa y policía,Compromiso,2020,35282000000000.0,70.6159845453557,49963192083428.14
Defensa y policía,Compromiso,2021,37772000000000.0,74.58595788962911,50642240267121.445
Defensa y policía,Compromiso,2022,41583000000000.0,84.37364933874838,49284344491311.59
Defensa y policía,Compromiso,2023,47262000000000.0,92.19978566160776,51260422853325.59
Deporte y recreación,Compromiso,2000,35000000000.0,28.968085431148474,120822620753.40886
Deporte y recreación,Compromiso,2001,78000000000.0,31.184040198356737,250127948475.74066
Deporte y recreación,Compromiso,2002,35000000000.0,33.35982660120472,104916612482.44032
Deporte y recreación,Compromiso,2003,38000000000.0,35.52891827665934,106955127944.22462
Deporte y recreación,Compromiso,2004,89000000000.0,37.48377867552584,237436040721.55743
Deporte y recreación,Compromiso,2005,72000000000.0,39.2980497991314,183215198637.138
Deporte y recreación,Compromiso,2006,100000000000.0,41.058763103589925,243553367030.81693
Deporte y recreación,Compromiso,2007,84000000000.0,43.39522296387899,193569693304.53568
Deporte y recreación,Compromiso,2008,154000000000.0,46.72919720578145,329558411461.3181
Deporte y recreación,Compromiso,2009,137000000000.0,47.666459040854434,287413839325.8427
Deporte y recreación,Compromiso,2010,140000000000.0,49.17277270436458,284710404356.70526
Deporte y recreación,Compromiso,2011,173000000000.0,51.007128010150275,339168282451.7654
Deporte y recreación,Compromiso,2012,310000000000.0,52.252347305318665,593274782831.5182
Deporte y recreación,Compromiso,2013,370000000000.0,53.2632511417188,694662815485.1687
Deporte y recreación,Compromiso,2014,338000000000.0,55.21141681319193,612192223111.4346
Deporte y recreación,Compromiso,2015,429000000000.0,58.947074698697094,727771483475.2982
Deporte y recreación,Compromiso,2016,401000000000.0,62.33460675974658,643302365803.888
Deporte y recreación,Compromiso,2017,583000000000.0,64.88529789662377,898508628146.9253
Deporte y recreación,Compromiso,2018,565000000000.0,66.94727393378432,843947732000.0001
Deporte y recreación,Compromiso,2019,481000000000.0,69.49127034326813,692173272447.0135
Deporte y recreación,Compromiso,2020,442000000000.0,70.6159845453557,625920608266.9701
Deporte y recreación,Compromiso,2021,733000000000.0,74.58595788962911,982758713221.4343
Deporte y recreación,Compromiso,2022,879000000000.0,84.37364933874838,1041794454653.6539
Deporte y recreación,Compromiso,2023,699000000000.0,92.19978566160776,758136252686.6106
Educación,Compromiso,2000,4967000000000.0,28.968085431148474,17146455922348.05
Educación,Compromiso,2001,7510000000000.0,31.184040198356737,24082831962215.543
Educación,Compromiso,2002,8706000000000.0,33.35982660120472,26097257950632.156
Educación,Compromiso,2003,10124000000000.0,35.52891827665934,28495097771245.527
Educación,Compromiso,2004,11563000000000.0,37.48377867552584,30848010549026.613
Educación,Compromiso,2005,12593000000000.0,39.2980497991314,32044847172742.76
Educación,Compromiso,2006,13406000000000.0,41.058763103589925,32650764384151.316
Educación,Compromiso,2007,14343000000000.0,43.39522296387899,33052025131749.465
Educación,Compromiso,2008,16213000000000.0,46.72919720578145,34695652759885.39
Educación,Compromiso,2009,18740000000000.0,47.666459040854434,39314856561797.76
Educación,Compromiso,2010,20359000000000.0,49.17277270436458,41402993730701.164
Educación,Compromiso,2011,21747000000000.0,51.007128010150275,42635217563459.77
Educación,Compromiso,2012,23234000000000.0,52.252347305318665,44464988078411.27
Educación,Compromiso,2013,25161000000000.0,53.2632511417188,47238948920060.34
Educación,Compromiso,2014,26918000000000.0,55.21141681319193,48754409058324.24
Educación,Compromiso,2015,29044000000000.0,58.947074698697094,49271316937194.78
Educación,Compromiso,2016,31353000000000.0,62.33460675974658,50297902930297.5
Educación,Compromiso,2017,35561000000000.0,64.88529789662377,54805943954601.73
Educación,Compromiso,2018,38231000000000.0,66.94727393378432,57106134056800.01
Educación,Compromiso,2019,41451000000000.0,69.49127034326813,59649218952601.16
Educación,Compromiso,2020,44601000000000.0,70.6159845453557,63159920926052.336
Educación,Compromiso,2021,48078000000000.0,74.58595788962911,64459854589713.67
Educación,Compromiso,2022,49719000000000.0,84.37364933874838,58927165518686.03
Educación,Compromiso,2023,58513000000000.0,92.19978566160776,63463271178042.414
Empleo público,Compromiso,2000,38000000000.0,28.968085431148474,131178845389.41533
Empleo público,Compromiso,2001,44000000000.0,31.184040198356737,141097817088.87936
Empleo público,Compromiso,2002,45000000000.0,33.35982660120472,134892787477.42326
Empleo público,Compromiso,2003,37000000000.0,35.52891827665934,104140519314.11345
Empleo público,Compromiso,2004,43000000000.0,37.48377867552584,114716289337.38168
Empleo público,Compromiso,2005,48000000000.0,39.2980497991314,122143465758.09201
Empleo público,Compromiso,2006,61000000000.0,41.058763103589925,148567553888.7983
Empleo público,Compromiso,2007,64000000000.0,43.39522296387899,147481671089.17004
Empleo público,Compromiso,2008,72000000000.0,46.72919720578145,154079257306.59027
Empleo público,Compromiso,2009,103000000000.0,47.666459040854434,216084857303.3708
Empleo público,Compromiso,2010,115000000000.0,49.17277270436458,233869260721.57935
Empleo público,Compromiso,2011,118000000000.0,51.007128010150275,231340215776.34863
Empleo público,Compromiso,2012,136000000000.0,52.252347305318665,260275388597.05316
Empleo público,Compromiso,2013,160000000000.0,53.2632511417188,300394731020.61346
Empleo público,Compromiso,2014,172000000000.0,55.21141681319193,311529770340.73
Empleo público,Compromiso,2015,199000000000.0,58.947074698697094,337590967859.17096
Empleo público,Compromiso,2016,271000000000.0,62.33460675974658,434750476640.5327
Empleo público,Compromiso,2017,347000000000.0,64.88529789662377,534789869583.1613
Empleo público,Compromiso,2018,431000000000.0,66.94727393378432,643790216800.0001
Empleo público,Compromiso,2019,380000000000.0,69.49127034326813,546831275529.8651
Empleo público,Compromiso,2020,265000000000.0,70.6159845453557,375269142965.4911
Empleo público,Compromiso,2021,310000000000.0,74.58595788962911,415627832331.02954
Empleo público,Compromiso,2022,369000000000.0,84.37364933874838,437340334206.1414
Empleo público,Compromiso,2023,463000000000.0,92.19978566160776,502170364798.14124
Fiscalía,Compromiso,2000,622000000000.0,28.968085431148474,2147190574532.0088
Fiscalía,Compromiso,2001,662000000000.0,31.184040198356737,2122880793473.5938
Fiscalía,Compromiso,2002,692000000000.0,33.35982660120472,2074351309652.82
Fiscalía,Compromiso,2003,725000000000.0,35.52891827665934,2040591256830.6013
Fiscalía,Compromiso,2004,788000000000.0,37.48377867552584,2102242697624.576
Fiscalía,Compromiso,2005,873000000000.0,39.2980497991314,2221484283475.2983
Fiscalía,Compromiso,2006,964000000000.0,41.058763103589925,2347854458177.075
Fiscalía,Compromiso,2007,1094000000000.0,43.39522296387899,2521014815180.5
Fiscalía,Compromiso,2008,1265000000000.0,46.72919720578145,2707086951289.3984
Fiscalía,Compromiso,2009,1461000000000.0,47.666459040854434,3065048315730.3374
Fiscalía,Compromiso,2010,1540000000000.0,49.17277270436458,3131814447923.758
Fiscalía,Compromiso,2011,1686000000000.0,51.007128010150275,3305420371177.3203
Fiscalía,Compromiso,2012,1968000000000.0,52.252347305318665,3766337976169.122
Fiscalía,Compromiso,2013,2250000000000.0,53.2632511417188,4224300904977.377
Fiscalía,Compromiso,2014,2525000000000.0,55.21141681319193,4573329477385.717
Fiscalía,Compromiso,2015,2777000000000.0,58.947074698697094,4711005616808.632
Fiscalía,Compromiso,2016,3155000000000.0,62.33460675974658,5061393925464.505
Fiscalía,Compromiso,2017,3419000000000.0,64.88529789662377,5269298455633.512
Fiscalía,Compromiso,2018,3633000000000.0,66.94727393378432,5426658602400.001
Fiscalía,Compromiso,2019,3844000000000.0,69.49127034326813,5531630060886.32
Fiscalía,Compromiso,2020,3957000000000.0,70.6159845453557,5603547164960.183
Fiscalía,Compromiso,2021,4298000000000.0,74.58595788962911,5762478785028.274
Fiscalía,Compromiso,2022,4727000000000.0,84.37364933874838,5602460053638.023
Fiscalía,Compromiso,2023,5419000000000.0,92.19978566160776,5877454010455.999
Hacienda,Compromiso,2000,6902000000000.0,28.968085431148474,23826220812572.227
Hacienda,Compromiso,2001,6828000000000.0,31.184040198356737,21895815797337.914
Hacienda,Compromiso,2002,6202000000000.0,33.35982660120472,18591223731888.426
Hacienda,Compromiso,2003,5267000000000.0,35.52891827665934,14824543654795.555
Hacienda,Compromiso,2004,6210000000000.0,37.48377867552584,16567166436863.727
Hacienda,Compromiso,2005,6937000000000.0,39.2980497991314,17652275457580.92
Hacienda,Compromiso,2006,6232000000000.0,41.058763103589925,15178245833360.51
Hacienda,Compromiso,2007,6507000000000.0,43.39522296387899,14994738027769.209
Hacienda,Compromiso,2008,7307000000000.0,46.72919720578145,15636904626934.1
Hacienda,Compromiso,2009,6663000000000.0,47.666459040854434,13978382565168.541
Hacienda,Compromiso,2010,7484000000000.0,49.17277270436458,15219804758611.303
Hacienda,Compromiso,2011,8348000000000.0,51.007128010150275,16366340011025.07
Hacienda,Compromiso,2012,9456000000000.0,52.252347305318665,18096794665983.344
Hacienda,Compromiso,2013,12164000000000.0,53.2632511417188,22837509425842.14
Hacienda,Compromiso,2014,13231000000000.0,55.21141681319193,23964246461501.156
Hacienda,Compromiso,2015,16947000000000.0,58.947074698697094,28749518252810.906
Hacienda,Compromiso,2016,17795000000000.0,62.33460675974658,28547545135860.812
Hacienda,Compromiso,2017,20607000000000.0,64.88529789662377,31759120583574.08
Hacienda,Compromiso,2018,11648000000000.0,66.94727393378432,17398766694400.004
Hacienda,Compromiso,2019,9610000000000.0,69.49127034326813,13829075152215.799
Hacienda,Compromiso,2020,20809000000000.0,70.6159845453557,29467832437618.508
Hacienda,Compromiso,2021,21611000000000.0,74.58595788962911,28974622853244.773
Hacienda,Compromiso,2022,16944000000000.0,84.37364933874838,20082099248750.3
Hacienda,Compromiso,2023,37231000000000.0,92.19978566160776,40380788016845.78
Igualdad y equidad,Compromiso,2023,9453000000000.0,92.19978566160776,10252735331397.04
Inclusión social y reconciliación,Compromiso,2000,956000000000.0,28.968085431148474,3300183584007.396
Inclusión social y reconciliación,Compromiso,2001,1089000000000.0,31.184040198356737,3492170972949.764
Inclusión social y reconciliación,Compromiso,2002,1155000000000.0,33.35982660120472,3462248211920.5303
Inclusión social y reconciliación,Compromiso,2003,1223000000000.0,35.52891827665934,3442266354625.966
Inclusión social y reconciliación,Compromiso,2004,1421000000000.0,37.48377867552584,3790973189498.125
Inclusión social y reconciliación,Compromiso,2005,1740000000000.0,39.2980497991314,4427700633730.835
Inclusión social y reconciliación,Compromiso,2006,2901000000000.0,41.058763103589925,7065483177563.999
Inclusión social y reconciliación,Compromiso,2007,3686000000000.0,43.39522296387899,8494022494291.887
Inclusión social y reconciliación,Compromiso,2008,4943000000000.0,46.72919720578145,10577969012034.385
Inclusión social y reconciliación,Compromiso,2009,5836000000000.0,47.666459040854434,12243409973033.709
Inclusión social y reconciliación,Compromiso,2010,6226000000000.0,49.17277270436458,12661478410891.766
Inclusión social y reconciliación,Compromiso,2011,6433000000000.0,51.007128010150275,12611962780417.379
Inclusión social y reconciliación,Compromiso,2012,8435000000000.0,52.252347305318665,16142815461883.406
Inclusión social y reconciliación,Compromiso,2013,9291000000000.0,53.2632511417188,17443546536953.248
Inclusión social y reconciliación,Compromiso,2014,9664000000000.0,55.21141681319193,17503626166121.016
Inclusión social y reconciliación,Compromiso,2015,10774000000000.0,58.947074698697094,18277412501078.938
Inclusión social y reconciliación,Compromiso,2016,10706000000000.0,62.33460675974658,17175050195252.928
Inclusión social y reconciliación,Compromiso,2017,11289000000000.0,64.88529789662377,17398394345026.826
Inclusión social y reconciliación,Compromiso,2018,11040000000000.0,66.94727393378432,16490589312000.004
Inclusión social y reconciliación,Compromiso,2019,11337000000000.0,69.49127034326813,16314279396531.791
Inclusión social y reconciliación,Compromiso,2020,17891000000000.0,70.6159845453557,25335623535077.742
Inclusión social y reconciliación,Compromiso,2021,23173000000000.0,74.58595788962911,31068850834215.96
Inclusión social y reconciliación,Compromiso,2022,23020000000000.0,84.37364933874838,27283399711179.88
Inclusión social y reconciliación,Compromiso,2023,11241000000000.0,92.19978566160776,12192002312518.154
Información estadística,Compromiso,2000,66000000000.0,28.968085431148474,227836941992.14243
Información estadística,Compromiso,2001,73000000000.0,31.184040198356737,234094105624.73166
Información estadística,Compromiso,2002,90000000000.0,33.35982660120472,269785574954.84653
Información estadística,Compromiso,2003,83000000000.0,35.52891827665934,233612516299.22745
Información estadística,Compromiso,2004,115000000000.0,37.48377867552584,306799378460.4394
Información estadística,Compromiso,2005,230000000000.0,39.2980497991314,585270773424.1908
Información estadística,Compromiso,2006,134000000000.0,41.058763103589925,326361511821.2947
Información estadística,Compromiso,2007,157000000000.0,43.39522296387899,361790974390.62024
Información estadística,Compromiso,2008,184000000000.0,46.72919720578145,393758102005.7307
Información estadística,Compromiso,2009,174000000000.0,47.666459040854434,365036555056.1798
Información estadística,Compromiso,2010,195000000000.0,49.17277270436458,396560920353.98236
Información estadística,Compromiso,2011,224000000000.0,51.007128010150275,439154307914.4245
Información estadística,Compromiso,2012,303000000000.0,52.252347305318665,579878255477.2582
Información estadística,Compromiso,2013,364000000000.0,53.2632511417188,683398013071.8956
Información estadística,Compromiso,2014,576000000000.0,55.21141681319193,1043262486722.4447
Información estadística,Compromiso,2015,377000000000.0,58.947074698697094,639556758205.5652
Información estadística,Compromiso,2016,333000000000.0,62.33460675974658,534213685318.4406
Información estadística,Compromiso,2017,389000000000.0,64.88529789662377,599519479158.0685
Información estadística,Compromiso,2018,599000000000.0,66.94727393378432,894733967200.0001
Información estadística,Compromiso,2019,358000000000.0,69.49127034326813,515172622736.0308
Información estadística,Compromiso,2020,345000000000.0,70.6159845453557,488557940841.8658
Información estadística,Compromiso,2021,427000000000.0,74.58595788962911,572493820662.4181
Información estadística,Compromiso,2022,453000000000.0,84.37364933874838,536897483456.31995
Información estadística,Compromiso,2023,858000000000.0,92.19978566160776,930587846645.3676
Inteligencia,Compromiso,2000,158000000000.0,28.968085431148474,545427830829.67426
Inteligencia,Compromiso,2001,185000000000.0,31.184040198356737,593252185487.3336
Inteligencia,Compromiso,2002,184000000000.0,33.35982660120472,551561619907.6863
Inteligencia,Compromiso,2003,237000000000.0,35.52891827665934,667062245336.3483
Inteligencia,Compromiso,2004,248000000000.0,37.48377867552584,661619529201.6432
Inteligencia,Compromiso,2005,254000000000.0,39.2980497991314,646342506303.2368
Inteligencia,Compromiso,2006,296000000000.0,41.058763103589925,720917966411.218
Inteligencia,Compromiso,2007,290000000000.0,43.39522296387899,668276322122.8018
Inteligencia,Compromiso,2008,386000000000.0,46.72919720578145,826036018338.109
Inteligencia,Compromiso,2009,316000000000.0,47.666459040854434,662939950561.7979
Inteligencia,Compromiso,2010,326000000000.0,49.17277270436458,662968513002.0422
Inteligencia,Compromiso,2011,309000000000.0,51.007128010150275,605797683685.5231
Inteligencia,Compromiso,2012,184000000000.0,52.252347305318665,352137290454.8366
Inteligencia,Compromiso,2013,181000000000.0,53.2632511417188,339821539467.069
Inteligencia,Compromiso,2014,141000000000.0,55.21141681319193,255381962895.59842
Inteligencia,Compromiso,2015,78000000000.0,58.947074698697094,132322087904.59969
Inteligencia,Compromiso,2016,92000000000.0,62.33460675974658,147590567715.60522
Inteligencia,Compromiso,2017,92000000000.0,64.88529789662377,141788668592.65372
Inteligencia,Compromiso,2018,93000000000.0,66.94727393378432,138915290400.00003
Inteligencia,Compromiso,2019,95000000000.0,69.49127034326813,136707818882.46628
Inteligencia,Compromiso,2020,99000000000.0,70.6159845453557,140194887372.01367
Inteligencia,Compromiso,2021,114000000000.0,74.58595788962911,152843783502.3786
Inteligencia,Compromiso,2022,107000000000.0,84.37364933874838,126816844878.20361
Inteligencia,Compromiso,2023,134000000000.0,92.19978566160776,145336563462.09705
Interior y justicia,Compromiso,2000,580000000000.0,28.968085431148474,2002203429627.9182
Interior y justicia,Compromiso,2001,764000000000.0,31.184040198356737,2449971187634.1777
Interior y justicia,Compromiso,2002,690000000000.0,33.35982660120472,2068356074653.8235
Interior y justicia,Compromiso,2003,736000000000.0,35.52891827665934,2071551951761.8242
Interior y justicia,Compromiso,2004,915000000000.0,37.48377867552584,2441055924272.1914
Interior y justicia,Compromiso,2005,1013000000000.0,39.2980497991314,2577736058603.067
Interior y justicia,Compromiso,2006,1281000000000.0,41.058763103589925,3119918631664.7646
Interior y justicia,Compromiso,2007,1286000000000.0,43.39522296387899,2963459828448.0103
Interior y justicia,Compromiso,2008,1732000000000.0,46.72919720578145,3706462134097.422
Interior y justicia,Compromiso,2009,2079000000000.0,47.666459040854434,4361557459550.562
Interior y justicia,Compromiso,2010,2783000000000.0,49.17277270436458,5659636109462.22
Interior y justicia,Compromiso,2011,6390000000000.0,51.007128010150275,12527660837380.234
Interior y justicia,Compromiso,2012,2387000000000.0,52.252347305318665,4568215827802.69
Interior y justicia,Compromiso,2013,3116000000000.0,53.2632511417188,5850187386626.447
Interior y justicia,Compromiso,2014,3333000000000.0,55.21141681319193,6036794910149.1455
Interior y justicia,Compromiso,2015,3392000000000.0,58.947074698697094,5754314386825.668
Interior y justicia,Compromiso,2016,3627000000000.0,62.33460675974658,5818597707657.609
Interior y justicia,Compromiso,2017,3946000000000.0,64.88529789662377,6081500937680.561
Interior y justicia,Compromiso,2018,3540000000000.0,66.94727393378432,5287743312000.001
Interior y justicia,Compromiso,2019,4009000000000.0,69.49127034326813,5769069956840.077
Interior y justicia,Compromiso,2020,4583000000000.0,70.6159845453557,6490032008342.814
Interior y justicia,Compromiso,2021,5193000000000.0,74.58595788962911,6962436559016.246
Interior y justicia,Compromiso,2022,6072000000000.0,84.37364933874838,7196559645798.62
Interior y justicia,Compromiso,2023,7259000000000.0,92.19978566160776,7873120255010.167
Minas y energía,Compromiso,2000,330000000000.0,28.968085431148474,1139184709960.7122
Minas y energía,Compromiso,2001,479000000000.0,31.184040198356737,1536042145126.6638
