Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,Apropiación a precios corrientes,Apropiación a precios constantes (2025),Indice_base_2025
2015,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,262395320000.0,464475669681.3872,56.49280191145282
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,220982141629.0,391168669550.8019,56.49280191145282
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,55333600000.0,97948053783.4364,56.49280191145282
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,80814955000.0,143053543576.5248,56.49280191145282
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,20071000000.0,35528420118.83109,56.49280191145282
2015,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,74533256382.0,131934076307.32124,56.49280191145282
2015,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Inversión,12733659122.0,22540321405.829395,56.49280191145282
2015,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,343131811648.0,607390322373.8611,56.49280191145282
2015,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Inversión,458915141732.0,812342681199.1139,56.49280191145282
2015,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,914348277109.0,1618521734047.03,56.49280191145282
2015,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,3000000000.0,5310411058.566752,56.49280191145282
2015,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,35534227666.0,62900451851.718346,56.49280191145282
2015,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,6107000000.0,10810226778.222383,56.49280191145282
2015,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,503660768661.0,891548571887.8683,56.49280191145282
2015,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,275519340878.0,487706984882.5179,56.49280191145282
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,17005362819580.0,30101822257345.84,56.49280191145282
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,2092581418103.0,3704155834548.489,56.49280191145282
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,11049300000.0,19558774969.807205,56.49280191145282
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,17356000000.0,30722498110.82818,56.49280191145282
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,13364200000.0,23656465156.29926,56.49280191145282
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,10845000000.0,19197135976.71881,56.49280191145282
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,986456200000.0,1746162637757.2454,56.49280191145282
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,362379945435.0,641462156546.9468,56.49280191145282
2015,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,7418400000.0,13131584465.623863,56.49280191145282
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,180112000000.0,318822918860.1916,56.49280191145282
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,18692072840.0,33087530105.690407,56.49280191145282
2015,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,156701700000.0,277383480192.0698,56.49280191145282
2015,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,8580000000.0,15187775627.50091,56.49280191145282
2015,Hacienda,13,Fondo adaptación,1315,Funcionamiento,25417900000.0,44993165748.51461,56.49280191145282
2015,Hacienda,13,Fondo adaptación,1315,Inversión,1500000000000.0,2655205529283.376,56.49280191145282
2015,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,47048110655546.0,83281602369961.23,56.49280191145282
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,11278006374750.0,19963616590352.91,56.49280191145282
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,1241483480880.0,2197595868631.032,56.49280191145282
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,2105901000000.0,3727733319548.9272,56.49280191145282
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,9354000000.0,16557861680.61113,56.49280191145282
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,25826000000.0,45715558666.18165,56.49280191145282
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,16000000000.0,28322192312.356007,56.49280191145282
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,26482000000.0,46876768550.98824,56.49280191145282
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,3461000000.0,6126444224.566509,56.49280191145282
2015,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,40261000000.0,71267486542.98534,56.49280191145282
2015,Defensa y policía,15,Club militar de oficiales,1510,Inversión,4900000000.0,8673671395.659027,56.49280191145282
2015,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,2445811000000.0,4329420593854.736,56.49280191145282
2015,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,375101000000.0,663980166159.8157,56.49280191145282
2015,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,11500000000.0,20356575724.50588,56.49280191145282
2015,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,14473000000.0,25619193083.54554,56.49280191145282
2015,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,1200000000.0,2124164423.4267008,56.49280191145282
2015,Defensa y policía,15,Hospital militar,1519,Funcionamiento,253943000000.0,449513905148.5389,56.49280191145282
2015,Defensa y policía,15,Hospital militar,1519,Inversión,13600000000.0,24073863465.50261,56.49280191145282
2015,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,959149429120.0,1697825911738.945,56.49280191145282
2015,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversión,41768000000.0,73935083031.40536,56.49280191145282
2015,Defensa y policía,15,Policía nacional,1601,Funcionamiento,8031068615250.0,14216091862177.322,56.49280191145282
2015,Defensa y policía,15,Policía nacional,1601,Inversión,249418000000.0,441504035135.2007,56.49280191145282
2015,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,314804270000.0,557246692230.6779,56.49280191145282
2015,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversión,2820795485371.0,4993194513156.442,56.49280191145282
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,103084820000.0,182474256032.7877,56.49280191145282
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Deuda,219100000.0,387837020.9773251,56.49280191145282
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversión,184120000000.0,325917628034.4368,56.49280191145282
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Funcionamiento,53327470000.0,94396928804.46223,56.49280191145282
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Deuda,51029000.0,90328321.96920092,56.49280191145282
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Inversión,489288524866.0,866107731092.7399,56.49280191145282
2015,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,10981790000.0,19439273019.61925,56.49280191145282
2015,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversión,33446100000.0,59204179768.64314,56.49280191145282
2015,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,51340760000.0,90880179886.4072,56.49280191145282
2015,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversión,173100000000.0,306410718079.3016,56.49280191145282
2015,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,7603195086501.0,13458697089265.1,56.49280191145282
2015,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversión,4132182841000.0,7314529818288.726,56.49280191145282
2015,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,31304470000.0,55413201223.52371,56.49280191145282
2015,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversión,25876700000.0,45805304613.07143,56.49280191145282
2015,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,84552700000.0,149669864370.559,56.49280191145282
2015,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversión,46873000000.0,82971632516.06645,56.49280191145282
2015,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,99935250000.0,176899085580.211,56.49280191145282
2015,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversión,45675100000.0,80851185380.38075,56.49280191145282
2015,Salud y protección social,19,Fondo de previsión social del congreso,1913,Funcionamiento,260485598770.0,461095201435.1966,56.49280191145282
2015,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Funcionamiento,454996724099.0,805406545088.9917,56.49280191145282
2015,Minas y energía,21,Ministerio de minas y energía,2101,Funcionamiento,72602311000.0,128516038403.9675,56.49280191145282
2015,Minas y energía,21,Ministerio de minas y energía,2101,Inversión,2513247786676.0,4448792946427.548,56.49280191145282
2015,Minas y energía,21,Servicio geológico colombiano,2103,Funcionamiento,42411010000.0,75073298836.32837,56.49280191145282
2015,Minas y energía,21,Servicio geológico colombiano,2103,Inversión,21979400000.0,38906549606.88735,56.49280191145282
2015,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Funcionamiento,13294247000.0,23532638761.37262,56.49280191145282
2015,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Inversión,20405800000.0,36121061992.96715,56.49280191145282
2015,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,21710823000.0,38431131516.59512,56.49280191145282
2015,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Inversión,33539000000.0,59368625497.75677,56.49280191145282
2015,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,598742524000.0,1059856306894.5896,56.49280191145282
2015,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversión,441007000000.0,780642816568.4491,56.49280191145282
2015,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,70555356000.0,124892647581.17136,56.49280191145282
2015,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversión,30000000000.0,53104110585.66751,56.49280191145282
2015,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,26530333608553.0,46962325660775.0,56.49280191145282
2015,Educación,22,Ministerio de educación nacional,2201,Inversión,2489109701952.0,4406065229077.23,56.49280191145282
2015,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,3795525182.0,6718599633.187127,56.49280191145282
2015,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversión,4853917003.0,8592098176.698795,56.49280191145282
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,3867363853.0,6845763924.157508,56.49280191145282
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,2022804160.0,3580640526.8596106,56.49280191145282
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,15202261665.0,26910086153.680466,56.49280191145282
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversión,4361409060.0,7720291634.38574,56.49280191145282
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,2615852632.0,4630417581.517915,56.49280191145282
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversión,1072800000.0,1899002994.5434704,56.49280191145282
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,2965382129.0,5249132683.572606,56.49280191145282
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,1848000000.0,3271213212.07712,56.49280191145282
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,8911948020.0,15775369106.260023,56.49280191145282
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversión,466377628.0,825552304.3997769,56.49280191145282
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,4847729570.0,8581145572.489682,56.49280191145282
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversión,1320000000.0,2336580865.76937,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,68372970000.0,121029525331.68423,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Inversión,11669000000.0,20655728880.80514,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,403356392000.0,713996081540.1285,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,1153728000000.0,2042256643259.367,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Funcionamiento,13113970000.0,23213523769.90421,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Inversión,7707000000.0,13642446009.457985,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Funcionamiento,62432455195.0,110514000160.33376,56.49280191145282
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Inversión,183932000000.0,325584842274.7666,56.49280191145282
2015,Transporte,24,Ministerio de transporte,2401,Funcionamiento,102638091163.0,181683484780.72583,56.49280191145282
2015,Transporte,24,Ministerio de transporte,2401,Inversión,359801000000.0,636897069761.1252,56.49280191145282
2015,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,149007630000.0,263763922054.27423,56.49280191145282
2015,Transporte,24,Instituto nacional de vías,2402,Deuda,6970100000.0,12338032039.772038,56.49280191145282
2015,Transporte,24,Instituto nacional de vías,2402,Inversión,3919080000000.0,6937308590469.261,56.49280191145282
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,302698699930.0,535818174507.3503,56.49280191145282
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1380451840.0,2443588905.651606,56.49280191145282
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,809415207223.0,1432775822469.706,56.49280191145282
2015,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,71459940000.0,126493885206.83884,56.49280191145282
2015,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,280078681946.0,495777643291.6128,56.49280191145282
2015,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,1987977700000.0,3518992920754.6987,56.49280191145282
2015,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Funcionamiento,2500000000.0,4425342548.805627,56.49280191145282
2015,Transporte,24,Comisión de regulación de infraestructura y transporte,2415,Funcionamiento,2500000000.0,4425342548.805627,56.49280191145282
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Funcionamiento,16000000000.0,28322192312.356007,56.49280191145282
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Inversión,32000000000.0,56644384624.71201,56.49280191145282
2015,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,493785800000.0,874068524294.4102,56.49280191145282
2015,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,23811000000.0,42148732571.84431,56.49280191145282
2015,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,389900600000.0,690177485993.9373,56.49280191145282
2015,Organismos de control,25,Defensoría del pueblo,2502,Inversión,34821000000.0,61637941156.78429,56.49280191145282
2015,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,391867000000.0,693658283429.1257,56.49280191145282
2015,Organismos de control,25,Contraloría general de la república,2601,Inversión,109000000000.0,192944935127.9253,56.49280191145282
2015,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,56311600000.0,99679247788.52916,56.49280191145282
2015,Rama judicial,27,Rama judicial,2701,Funcionamiento,2986793606633.0,5287033932773.452,56.49280191145282
2015,Rama judicial,27,Rama judicial,2701,Inversión,342015000000.0,605413412731.9025,56.49280191145282
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,276954000000.0,490246528104.76544,56.49280191145282
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,42632000000.0,75464481416.2726,56.49280191145282
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,30181382267.0,53425182051.16908,56.49280191145282
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,44123775259.0,78105128027.03587,56.49280191145282
2015,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,11777898537.0,20848494212.520657,56.49280191145282
2015,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,2693833015147.0,4768453544522.948,56.49280191145282
2015,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,128064000000.0,226690827268.0975,56.49280191145282
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,154910939782.0,274213589237.1003,56.49280191145282
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,37719000000.0,66767798239.35977,56.49280191145282
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Funcionamiento,18652784364.0,33017984119.882195,56.49280191145282
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Inversión,5001000000.0,8852455234.630775,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,156104668000.0,276326651747.03046,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,189640316762.0,335689345094.34216,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Funcionamiento,47546638000.0,84164064077.62338,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Inversión,22628450000.0,40055457039.40827,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,26305746000.0,46564774820.74937,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,186552575728.0,330223620383.36084,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2318910000.0,4104788435.9403424,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,4041717000.0,7154392884.132412,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,2784278000.0,4928553560.441373,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1780000000.0,3150843894.749606,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,2834828000.0,5018033986.778223,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1690753000.0,2992864476.1683035,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Inversión,1758000000.0,3111900880.3201165,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Funcionamiento,1582767000.0,2801714459.978174,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Inversión,1500000000.0,2655205529.283376,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de risaralda (carder),3215,Funcionamiento,2010684000.0,3559186182.961077,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Funcionamiento,1927438000.0,3411829356.633928,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la frontera nororiental (corponor),3217,Funcionamiento,2793769000.0,4945353930.893659,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,2936749000.0,5198448121.94495,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2194905000.0,3885282594.8344855,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,4332367000.0,7668883208.856554,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,3680012000.0,6514125473.486117,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Funcionamiento,1786990000.0,3163217152.5160666,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Funcionamiento,1819259000.0,3220337703.99903,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Inversión,1410000000.0,2495893197.5263734,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",3226,Funcionamiento,1775961000.0,3143694311.327756,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",3226,Inversión,970000000.0,1717032908.9365828,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Funcionamiento,1940594000.0,3435117279.2627625,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Inversión,560000000.0,991276730.9324604,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Funcionamiento,1684627000.0,2982020616.7867107,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Inversión,1065000000.0,1885195925.7911968,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la orinoquia (corporinoquia),3229,Funcionamiento,1636772000.0,2897310709.717473,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Funcionamiento,1889692000.0,3345013764.6950407,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Inversión,808000000.0,1430270711.7739785,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Funcionamiento,1740302000.0,3080572995.348612,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Inversión,1540000000.0,2726011010.0642657,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del centro de antioquia (corantioquia),3232,Funcionamiento,1874214000.0,3317615583.906875,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del atlántico (cra),3233,Funcionamiento,1631322000.0,2887663462.9610767,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de santander (cas),3234,Funcionamiento,1583368000.0,2802778312.326907,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Funcionamiento,1755411000.0,3107317995.5765734,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Inversión,810000000.0,1433810985.8130229,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Funcionamiento,1812689000.0,3208707903.780769,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Funcionamiento,641912000.0,1136272194.4755669,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Inversión,280000000.0,495638365.46623015,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del canal del dique (cardique),3238,Funcionamiento,1820909000.0,3223258430.0812416,56.49280191145282
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolivar (csb),3239,Funcionamiento,1988142000.0,3519283754.2670064,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Funcionamiento,188701383598.0,334027304741.8886,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Inversión,202091294430.0,357729281593.7138,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Funcionamiento,9685180366.0,17144096306.60666,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Inversión,24413088422.0,43214511576.65224,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Funcionamiento,4932887844.0,8731887385.8157,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Inversión,7364883577.0,13036853064.119152,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Funcionamiento,5724889185.0,10133838279.031069,56.49280191145282
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Inversión,3612368012.0,6394386346.179197,56.49280191145282
2015,Organismos de control,25,Auditoría general de la república,3401,Funcionamiento,25622000000.0,45354450714.199104,56.49280191145282
2015,Organismos de control,25,Auditoría general de la república,3401,Inversión,4800000000.0,8496657693.706803,56.49280191145282
2015,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Funcionamiento,328443330000.0,581389697248.1631,56.49280191145282
2015,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Inversión,224350299346.0,397130770213.2531,56.49280191145282
2015,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Funcionamiento,108340830000.0,191778113908.76685,56.49280191145282
2015,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Inversión,12709000000.0,22496671381.108284,56.49280191145282
2015,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Funcionamiento,64994780000.0,115049666153.70438,56.49280191145282
